"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,6,65,-0.710828070581888,-0.869712508025704,0.778612781417449,1.151544790452,0.200927466348785,0.000965794711810065,0.9525947528883,24,-0.249960434284341,-0.410216768653536,0.563424559517048,0.467923285558872,0.098008124978688,0.259042113771272,1.19434895645007,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.821172573878871,0.498825044943428,0.697801628761813,0.788570161127415,0.00892648062888104,0.0478572419358762,0.308,4,0.508124435112481,0.373822833519295,0.438314679607059,0.914139585055658,-0.0655715159304895,-0.0630353783941359,0.4625,3,0.48732052765168,0.318974708937101,0.602236199959093,0.978002673330987,-0.255919480522082,-0.249784789860061,0.162264150943396,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,73,-2.07167790378796,-2.34090040847844,0.917560124306045,1.09318704266066,-0.155188458371001,-0.166103446086826,0.549244485344467,56,-2.03790682684164,-2.24811590291301,1.27495009138762,1.57106871080025,0.137600545867931,0.0105949146201227,1.13171412984854,14,-2.46063702205556,-2.63963172406854,0.548416306651922,0.395539589159368,0.165896503973659,0.297638365903118,0.695327895016184,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,1,18,1.43954234036708,1.45781441567972,0.462119450042622,0.602446917893655,0.166806259778205,0.187179748554179,4.09118013348639,6,1.38044530665977,1.38238140955542,0.168953357395497,0.163647514177816,0.0586315081261565,0.0533903260938081,1.3373078995029,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,6,65,1.29424560233113,1.26460217534309,0.899859317717985,0.919062897304586,0.532833868283681,0.870204216167983,1.20253981214705,50,1.37752870013003,1.28142377582569,0.735504712457809,0.891357542253138,-0.0396660039971502,-0.0533416011988688,2.26671386010878,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,106,-5.30030032180399,-5.42980520172653,0.854032948502848,1.03284728797769,-0.173860262716213,-0.0557897653675933,0.798374460416162,21,-5.35516935100109,-5.29592147639383,0.620446071711768,0.664721120216955,0.0614685492755136,0.0362100945060437,0.96071418602552,3,-6.5455487166184,-6.18485480887176,0.775101153508775,1.21552877547348,0.393814546275609,0.289411613207971,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,24,0.564200079848088,0.204055714253973,0.692351634573807,0.908707149413843,0.0333341136615811,-0.0555468786776453,0.438643018188278,66,0.917941212284604,0.585192994259025,1.31361882074724,1.23370118131026,0.0442564098414325,0.0568508740684628,1.96296134526131,8,0.770377475312217,0.693457442041887,1.03011800444726,1.11958512557379,-0.412079073981988,-0.0912531926884082,0.0976814225004608,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,5,76,-5.06011577761441,-4.97756892863933,0.660857617893411,0.564450390497282,0.826990451025633,1.29473746068442,2.47192101356533,22,-5.51135018765177,-5.49332400755361,0.668148111313873,0.792357835842919,0.397289511785702,0.560595011013162,1.21395971112414,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,35,-3.98101732399684,-4.0379848544886,0.893817003330852,1.08179884936933,0.620984308983501,0.630030639997571,1.67405081813331,24,-4.34175449301375,-4.25736037284785,0.772282729994349,0.878535533864804,0.790379446504113,0.75278406131493,0.735234305307317,3,-4.01160745910789,-4.0376870985691,0.115177918867288,0.073360724436645,0.127150255500735,0.117641265896608,1.16469077794332,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,1,4,-3.13335580482759,-3.49414388047418,1.51215636988698,1.14558762256879,1.33376643094031,1.09877100779536,0.373015514692582,11,-3.75118573768191,-3.59111142718964,1.14554967324473,1.74122217504296,0.805157894187969,0.955902201975936,1.15769850623122,4,-4.24693967786266,-3.99961238774427,0.612799288414858,0.406037307628565,-0.103576630189177,-0.103576630189177,0.944444444444445,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,-1.19779434732204,-0.849877619374334,1.17966730394119,1.22316792585146,0.642909572576003,0.638480961396767,2.46131878177009,6,-0.920011882755091,-0.988112359423961,0.536393859375526,0.951955413069641,0.260693897868252,0.291373660993226,0.692307692307692,4,-0.652985663137849,-0.593503389490941,0.375652495390648,0.430881419561272,0.231082292947917,0.231168442819835,2.02271161404655,"2013","Europe and Central Asia","Croatia","High income"
