"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",19,0.543010387077465,0.410752956142908,0.417989347696571,0.477580021385672,-0.000335171623360227,-0.0379683283143882,0.756463277788427,9,0.403681286648547,0.388826232877886,0.200918348653336,0.39572336283037,-0.0449497869108512,-0.0507225206172253,1.23069842710379,12,0.24598836187946,0.159732782005836,0.507322822355126,0.798346334878385,-0.0546218724467174,-0.0588817235185733,0.75434974988777,2,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",69,0.514227607718536,0.540388035982782,0.31870621579481,0.503728186573893,-0.000281118430691142,-0.00720023982029005,0.923167612359302,55,0.462413342724839,0.365819824970223,0.252441665761636,0.511856564488143,0.0709168017897615,0.00193919123314586,0.388618031100113,32,0.567163814741773,0.617357670812168,0.207363461834398,0.3095524218271,-0.0167798522673473,-0.0104943415829783,1.01687015567006,2,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",1,0.0302580351820845,0.0302580351820845,NA,0,0,0,1,5,0.549333767111938,0.452546831855777,0.318420799064075,0.555055562183966,0.290535100178646,0.29667571527066,0.111852539342618,2,0.561966212823188,0.561966212823188,0.0110683295663919,0.0156529817856065,0.00214349663645777,0.00213449751621907,0.782205854825774,0,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",4,0.293564810426368,0.179677374717722,0.267930266037542,0.525623996900769,-0.0147182084739445,-0.01576673952758,1.07142857142857,2,0.221272350713034,0.221272350713034,0.0673186377350522,0.0952029304853921,-0.0324248739755788,-0.0297732011068548,2.37530876881137,3,0.910399435184217,0.8,0.310096767566148,0.589979588759571,0.0876517253111357,0.0876517253111357,0.578947368421053,0,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",53,0.452843492207465,0.418985194398263,0.310908488166425,0.344332855093257,-0.00175049738432824,0.00123472249486781,0.997598159857838,21,0.330354873459211,0.295912250874282,0.205403879148399,0.177386366074557,0.0380238428521687,-0.00464570387930015,0.183201909835212,47,0.292055715526636,0.245592548520051,0.222805065975498,0.216678894595256,0.0031875858722381,0.0226376550294048,1.01753653329311,5,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",1,0.661417322834646,0.661417322834646,NA,0,0,0,1,2,0.551531724515904,0.551531724515904,0.0342845557731913,0.048485683754384,0.00542854353883187,0.00570419808875106,0.835188002874362,4,2.66029657942646,1.13185394423023,3.38459217207125,6.16796561004784,0.588210469787209,0.619927254181602,0.678536594597702,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",28,0.462267480707419,0.423021361766859,0.296215106100014,0.374398050649189,-0.0333897404804873,-0.0526522586024565,1.26535649119501,5,0.34264465972052,0.254423402199148,0.150893746007331,0.270874795431818,0.012717267186987,0.0125092243169042,0.914765565007894,20,0.504061469076312,0.467101132359526,0.389346932026858,0.454573338858336,-0.0264010389720054,-0.0211403581167799,1.16835664789632,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",62,0.335640964100137,0.317071424651514,0.173322877748825,0.202895111532985,-0.00898632442259027,-0.0194193311487448,0.753810490622287,59,0.346795020736111,0.320289254369707,0.201421607831964,0.245214381140679,-0.0543779627489725,-0.0416160052938157,0.42291003985415,16,0.24456156032921,0.186652340589218,0.16124960622493,0.0824762658227849,-0.0329407372306744,-0.00411639363628563,2.25637616779734,5,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",15,0.470208197869031,0.464065290217051,0.229080225742833,0.258078414476519,0.0462316459588759,0.00476728171903715,0.436183854279997,12,0.455297177407451,0.410675352108463,0.247623145663594,0.239291798889522,-0.148818400236289,-0.13409003778073,0.938566389952553,20,0.725893800953568,0.79452367629359,0.346403659334828,0.383121836211081,-0.124023444512976,-0.028284369079964,1.13453716273721,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.322959723109504,0.322959723109504,0.0800540787319918,0.113213563866066,0.00345346414976064,0.00345346414976065,0.9425,1,0.52512436862784,0.52512436862784,NA,0,0,0,1,2,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,2,0.715277003974255,0.715277003974255,0.0258904418563739,0.036614614009116,-0.00851924187340819,-0.00851924187340818,1.87037037037037,3,0.26326874569033,0.178481172708783,0.179732151289952,0.321867651913813,0.00501611937775598,0.00498626034642886,1,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",5,0.539391390227839,0.697081841951399,0.293194657498707,0.288855955751319,0.0198767037472303,0.0713456948999679,1.02281080217166,2,0.338054574907183,0.338054574907183,0.080677299987728,0.114094931818288,-0.0306889008026087,-0.0306889008026087,2.16428571428571,2,0.532163362802754,0.532163362802754,0.507134441859743,0.717196405624558,-0.0993611367871024,-0.0977995098578943,1.34434626631263,0,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",5,0.186853012995598,0.178473216490823,0.121313277965044,0.155393287843227,0.018990654924461,-0.0404902703289231,0.51386639082192,1,0.315457413249211,0.315457413249211,Inf,0,0,0,1,2,0.581653993524291,0.581653993524291,0.0955963371156934,0.135193636462204,-0.0133783780891711,-0.0135193636462204,1.26081079466674,2,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",56,0.329330197559121,0.267545571226719,0.21084868954873,0.256759496236981,0.00273585952353768,0.00120238634684473,0.738137206247745,55,0.400962467114772,0.379076151696887,0.241795410631594,0.325274725274726,0.0227320601597964,0.0451106939074618,0.84795744032605,47,0.356253102146447,0.33326565444404,0.212727169188165,0.26878612716763,-0.00195093865305167,0.00165899332443752,0.963739653273002,9,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",4,1.76064443952219,1.7547231935149,1.17277806429244,1.56862745098039,0.134572315505473,0.0472758587254808,0.885678972562184,1,0.208709942481512,0.208709942481512,NA,0,0,0,1,1,0.269099449796664,0.269099449796664,NA,0,0,0,1,0,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,0.342465753424658,0.342465753424658,NA,0,0,0,1,3,0.277979389865083,0.343957453503658,0.189005074874283,0.360395297275165,0.0500364995689188,0.0667322880496126,1,4,0.314673669132882,0.30508964719491,0.170725352050338,0.179108864123335,0.00829904694611111,0.00829904694611111,1.08333333333333,0,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",2,0.467687074829932,0.467687074829932,0.0721537531823007,0.102040816326531,0.00944822373393801,0.00944822373393801,0.84375,2,0.988780054801744,0.988780054801744,0.567395276809563,0.80241809569052,-0.258005262748973,-0.239864926727863,2.25633802816901,1,0.809628008752735,0.809628008752735,NA,0,0,0,1,0,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",13,0.536860229475281,0.413401433242643,0.420598446710891,0.639136235301418,-0.0410985682768539,-0.0119049211292931,1.28370678761206,10,0.526087623713582,0.517405594688234,0.180528163137541,0.146069693815418,0.0866770300048048,0.0711700915747172,0.340457596409539,16,0.493852939250067,0.562504583930337,0.25069505656468,0.379562367902243,-0.0355187787429229,-0.0337135185160218,1,1,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",1,0.504786771105309,0.504786771105309,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0385382059800664,0.0385382059800664,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",189,0.326665917122035,0.274829423960304,0.279695120860727,0.35043804755945,-0.00536502028095792,-0.00133283997880294,0.888888888888889,127,0.365116589548951,0.335084060348362,0.233265537939629,0.426249046529367,0.0138323598008067,0.0582558626852722,0.744397893662051,78,0.340494012580141,0.283284600730113,0.259683833987093,0.282828282828283,-0.00412491287670364,-0.00102007524663668,1.09315895295461,6,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",29,0.486079072758731,0.516759700878741,0.265530844505991,0.335497835497835,-0.0318122536277075,-0.0261907451009837,1.07986628886735,24,0.397719551916562,0.248352206164634,0.301896531381316,0.547866494752025,-0.107113098850754,-0.100496256532044,1.16625598028805,66,0.526778447933278,0.576660783401005,0.364739089621701,0.392279169196035,-0.0166232000462541,-0.0029324136567808,0.744061308660925,3,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Jordan","Jordan2013",2,0.458187740741278,0.458187740741278,0.255058476818073,0.360707157114343,-0.0512064926676479,-0.050499001996008,1.30320150659134,4,0.241823533962754,0.242975627006394,0.0829730473700792,0.180873967352567,-0.0590349639639625,-0.0550749477544202,1.07569444444444,2,0.570841380082447,0.570841380082446,0.711944265653264,1.0068412361406,0.0643243134326084,0.0656635588787347,0.859191655801825,0,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",10,0.248661728787755,0.108427679446267,0.293600315438789,0.253646301459887,-0.0426561322304211,-0.0600235266241066,1.09117223095109,11,0.174713475502729,0.187976652722875,0.141449972252054,0.187027804969757,0.0385202533134682,0.052558311949079,0.4605478923971,8,0.249418187051023,0.232644587858406,0.214351628090714,0.332294265744353,0.0141156676965243,0.0239434322852795,1.97269399960836,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Madagascar","Madagascar2013",11,0.364203602776655,0.424300467966391,0.397938806762539,0.426791759181742,-0.0460386796088328,0.033484016832445,1.22291719068252,17,0.373480623367911,0.374859333619239,0.441270660057618,0.800662041193674,0.0532709374349469,0.0732774511572279,2.57002606270816,1,0.406091370558376,0.406091370558376,NA,0,0,0,1,15,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",7,0.184461570190377,0.187686183885878,0.0940108614037696,0.0922130451038373,0.00640243956708002,-0.00690287601237446,0.584083808580642,6,0.512347804259592,0.560489961929369,0.429127330690104,0.942410957929768,0.0343690023874165,-0.00154819285297249,0.855535423103265,16,0.321395686990103,0.209102681421942,0.320336412121867,0.424274973147154,0.00326153498894063,-0.0184697947187218,1.76470588235294,3,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",1,0.403768506056528,0.403768506056528,NA,0,0,0,1,9,0.450332620302061,0.539410330660483,0.19942298418906,0.23974062679882,0.062500389787163,0.0221015716828384,0.405140813580958,5,0.607175359910691,0.606019012631365,0.144126453938357,0.112167472519512,0.0169731771614367,0.0447900451012603,0.951741106493401,7,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Mongolia","Mongolia2013",4,1.01374124187518,0.656788039547019,1.1711515168481,1.97131535877337,0.0477480990657634,0.134591536355877,1,2,0.682630431863489,0.682630431863489,0.0483879481615164,0.0684308925454228,0.0135270368985138,0.0135270368985138,0.716666666666667,1,0.821917808219178,0.821917808219178,NA,0,0,0,1,0,"2013","East Asia and Pacific","Mongolia","Upper middle income"
"Morocco","Morocco2013",2,0.216284616485292,0.216284616485292,0.00159901129809375,0.00226134346415199,-0.000475402976256478,-0.00046182366521414,1.62929768132111,2,0.432534913573161,0.432534913573161,0.570867728129548,0.807328883441924,0,0,1,1,0.068259385665529,0.068259385665529,NA,0,0,0,1,1,"2013","Middle East and North Africa","Morocco","Lower middle income"
