"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,0.446035931760121,0.36541045406973,0.241702508003622,0.142857142857143,-0.0919013457074119,-0.0915394459653777,0.425071199247182,11,0.446035931760121,0.36541045406973,0.241702508003622,0.142857142857143,-0.0919013457074119,-0.0915394459653777,0.425071199247182,11,0.446035931760121,0.36541045406973,0.241702508003622,0.142857142857143,-0.0919013457074119,-0.0915394459653777,0.425071199247182,-22,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",109,0.48030625811157,0.5,0.234580158171842,0.353801169590643,0.107352237675751,0.0919774968528364,0.185888898485378,109,0.48030625811157,0.5,0.234580158171842,0.353801169590643,0.107352237675751,0.0919774968528364,0.185888898485378,109,0.48030625811157,0.5,0.234580158171842,0.353801169590643,0.107352237675751,0.0919774968528364,0.185888898485378,-217,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",123,0.328827341783811,0.333333333333333,0.210669975671782,0.2925,0.0101749304694027,0.0396110860981067,0.958790502237366,123,0.328827341783811,0.333333333333333,0.210669975671782,0.2925,0.0101749304694027,0.0396110860981067,0.958790502237366,123,0.328827341783811,0.333333333333333,0.210669975671782,0.2925,0.0101749304694027,0.0396110860981067,0.958790502237366,-246,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",9,0.444896540115801,0.512560415260457,0.22094591052876,0.402466023659293,-0.22789933483596,-0.200202329868839,0.325859568372519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",18,0.588074863249904,0.677857651187978,0.1712468460367,0.18,-0.151036175488143,-0.135762616596125,0.713528623120877,18,0.588074863249904,0.677857651187978,0.1712468460367,0.18,-0.151036175488143,-0.135762616596125,0.713528623120877,18,0.588074863249904,0.677857651187978,0.1712468460367,0.18,-0.151036175488143,-0.135762616596125,0.713528623120877,-36,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",3,0.30978843919665,0.288277924794927,0.215191348632626,0.359418265306122,-0.067082117546132,-0.0598012536443149,3.79951047878852,3,0.30978843919665,0.288277924794927,0.215191348632626,0.359418265306122,-0.067082117546132,-0.0598012536443149,3.79951047878852,3,0.30978843919665,0.288277924794927,0.215191348632626,0.359418265306122,-0.067082117546132,-0.0598012536443149,3.79951047878852,0,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,8,0.124083127268909,0.0427418618921266,0.181265745759957,0.119327731092437,-0.0342709618986573,-0.0210497371710079,1.63507565511854,8,0.124083127268909,0.0427418618921266,0.181265745759957,0.119327731092437,-0.0342709618986573,-0.0210497371710079,1.63507565511854,-7,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",84,0.573105040024541,0.4,0.397289708390144,0.366666666666667,0.0616029170221759,-0.096945896850711,0.342857142857143,84,0.573105040024541,0.4,0.397289708390144,0.366666666666667,0.0616029170221759,-0.096945896850711,0.342857142857143,84,0.573105040024541,0.4,0.397289708390144,0.366666666666667,0.0616029170221759,-0.096945896850711,0.342857142857143,-165,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",14,1.61206022273503,0.188587833333333,4.75408128553154,0.320770391534392,4.18715419399387,4.19019054093184,0.0895641338871244,14,1.61206022273503,0.188587833333333,4.75408128553154,0.320770391534392,4.18715419399387,4.19019054093184,0.0895641338871244,14,1.61206022273503,0.188587833333333,4.75408128553154,0.320770391534392,4.18715419399387,4.19019054093184,0.0895641338871244,-24,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",6,0.100335943989964,0.0196689532159499,0.167948798451071,0.178839154710179,-0.00447198926579379,-0.0128652577073924,1.12491622637113,6,0.100335943989964,0.0196689532159499,0.167948798451071,0.178839154710179,-0.00447198926579379,-0.0128652577073924,1.12491622637113,6,0.100335943989964,0.0196689532159499,0.167948798451071,0.178839154710179,-0.00447198926579379,-0.0128652577073924,1.12491622637113,-9,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
