"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",33,54068.4771239614,48625.9011374114,16619.2155402775,7089.78368463139,8915.38280652512,9814.58020295185,0.378471453166563,1,57275.9787539672,57275.9787539672,NA,0,0,0,1,1,26953.4017665728,26953.4017665728,NA,0,0,0,1,17,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",1,6128.46869457968,6128.46869457968,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8421.73294238213,7053.50190230406,3388.15631292566,5883.32994679649,-491.294083773765,-149.80701253417,4.97648052618757,3,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",16,18619.7842038814,4662.63113956599,25243.7152138514,36392.5396784306,-6320.7754263178,-6225.72362162702,1.02239766973683,3,24576.8796172045,24441.3938101407,8066.4168337657,15372.318074431,15.0604841342658,-166.264425348752,0.988784094286564,17,11865.3394048846,4311.87664617797,15550.0376415427,10508.4841016745,-7201.57197946904,-4678.40033983766,0.631509122950368,5,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,62108.1770474612,62108.1770474612,35818.8561523274,50655.5121593123,12933.8747309664,12902.8191349192,2.03352094811613,1,51885.2933921158,51885.2933921158,NA,0,0,0,1,3,19096.1623469466,19188.9346091836,17342.7421469946,20128.5682692733,-12153.8314913422,-15152.7617956665,0.644730622499302,4,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",3,190420.205255349,191083.522984905,88515.5393944381,121174.468398642,21630.4550751577,36456.1239832815,1.55431580041995,NA,NA,NA,NA,NA,NA,NA,NA,7,87615.9468172419,58541.3532026988,54648.5750442543,88287.9782655051,27555.4068411495,59937.3979413791,1.19579317079523,0,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",2,26597.58846165,26597.58846165,18365.9738513315,25973.4093067426,5476.01514617946,9276.21760955094,4.65763448813847,NA,NA,NA,NA,NA,NA,NA,NA,4,44802.4867894509,31056.3048740335,62729.9540380531,41571.6999050332,55384.8772337423,24672.1235917908,0.950481788611037,4,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Brazil","Brazil2009",15,44077.7087681302,41606.0235615448,33009.5253631473,34874.9897657151,-1734.8825004867,-568.801846848164,0.270462194341224,NA,NA,NA,NA,NA,NA,NA,NA,17,70324.820985829,89410.5850560104,44761.9295225661,54345.9168546786,-6322.7423023694,-29614.5041552115,1.79815922501664,5,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",NA,NA,NA,NA,NA,NA,NA,NA,1,26873.9056305425,26873.9056305425,Inf,0,-5.15537499936407e-28,0,1,1,84112.3806902739,84112.3806902739,NA,0,0,0,1,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Burkinafaso","Burkinafaso2009",2,87752.4632166289,87752.4632166289,65116.0597058128,92088.0147642567,-14055.3370706614,-14431.7038063387,0.777966816152003,1,78255.600387765,78255.600387765,NA,0,0,0,1,1,5115.25947828311,5115.25947828311,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",3,12932.2300371576,9806.44516269655,17341.9226336806,11763.8542268985,3003.91309187551,5015.61694547306,0.949699220731065,NA,NA,NA,NA,NA,NA,NA,NA,1,60939.9143622176,60939.9143622176,NA,0,0,0,1,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
