"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,21,0.577823280780475,0.650034560603581,0.471596943662073,0.621918521828439,-0.048814591676935,-0.0147957789259722,0.621070130694716,17,0.209420530676986,-0.00317444781450923,0.735038357819681,0.848806338962984,0.0431581406199386,0.0469285395130308,0.588235294117647,22,1.07443564394216,0.948168563929129,0.612621089782293,0.877261799228224,-0.172519295807764,-0.0368444208971046,0.501076901182601,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,3,45,-1.60193890543739,-1.65605591168706,0.745378985438218,0.837485504356456,0.0222057431349596,0.00117867511320303,1.05007586502945,23,-1.93820930260909,-2.0543646381791,0.806974265367365,1.34576306778561,0.013134815511507,-0.0700870505962592,0.681493062132324,38,-1.38453494476248,-1.88052148031455,1.11845388751682,1.25261972183832,-0.226268156731432,-0.238527979664207,1.4886509410958,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,44,2.2926458176119,2.30545944296486,0.797265513389464,0.808055267367932,0.0232888296892903,0.0370574183078316,0.971692884089239,38,3.2100875832985,3.77004032848468,1.49789703473335,1.29021730067873,-0.106381540365779,-0.153059667015846,0.936640680652548,22,2.65677657539866,2.69819665778534,0.864765417745687,1.05988344895054,-0.0682977998435862,-0.243439333641677,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,24,-3.9230149196119,-4.18122175879287,0.696076613393039,0.812580950058191,-0.0228304293236199,0.0710234665068693,1.19358472173903,14,-3.67927076545799,-4.13497195729052,1.1749423986806,1.40732664384535,-0.254604845591596,-0.208118590500214,0.710909581193708,24,-3.37481820226261,-3.4596806142789,0.651129358999018,0.87999178485461,0.247927357552167,0.191325597707173,1.15229848674171,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,2,44,1.03742440463094,1.02039595238726,0.708002422958324,0.706021124403517,-0.0692683993378932,-0.0632508404129278,1.03636348355908,12,0.979390015231532,0.922211610156923,0.717250316583347,0.531952869884678,-0.00435308767522428,-0.0485095971884592,1.76674614326628,40,1.25230290090505,1.30456548164369,0.788391509733183,0.993881221934284,0.188675643918219,0.227149707322917,0.869215138687286,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,28,-4.86155274187637,-4.92134949752,0.677855729139022,0.924732313456389,0.0979666115789572,0.0854856317362984,0.990754261455378,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,49,1.3299525618915,1.08852689546034,1.55964577155883,1.83044064544748,0.0339624712898815,0.0292193437054615,1.43950331569028,31,1.22245208178961,1.57745427619692,0.905745525442841,1.15790773555308,0.0718992286799786,0.082181237560353,1.01190476798687,22,1.54703353322763,1.38152528725844,1.08759086336836,1.69169064288517,0.255334670364672,0.282168455628788,1.12395085864556,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,85,-0.98998196355199,-1.05552859801185,1.04586926792136,1.41872275347757,0.100641496232381,0.136723528377123,1.2,46,-1.4273558901584,-1.37243527710379,0.82429672241016,1.17145209675671,0.0922880229359888,-0.0237988795944246,2.38746508827299,45,-1.11489716932246,-1.12836372145464,0.799180408795966,1.29435300657995,-0.14353555275945,-0.0192693529123699,0.718065735699062,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,19,17,-7.06082774478323,-7.68205734890248,1.64537287002438,1.73677793686186,0.47670947649178,0.0939047178990406,1.07590714827337,22,-6.15265275725555,-6.22642074965539,0.556785615151537,0.646448000595306,-0.0521074041459855,-0.041926622534594,0.617391677217449,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,9,-3.97206280886913,-4.1660317515179,0.5176521313644,1.05806703633847,-0.0185984027060881,-0.0404238428599308,1.09285215736768,22,-3.80235933425398,-3.81644200614695,0.398501043055198,0.345014703394838,0.0637153313859976,0.0742789874145585,1.09486760834535,3,-4.03230755770034,-3.96433514099966,0.160344573715369,0.298296464919485,0.00268956153756009,0.00268956153756009,1,"2011","Middle East and North Africa","Iraq","Upper middle income"
