"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,16,2.52666075533164,2.69550355646676,0.606223208191151,0.67947083174408,-0.00117499710034399,-0.0447326515621481,2.56426036681268,53,3.07173486128749,2.96445331683837,1.00410683708132,1.21891246981922,0.0747646296062367,0.173440841754282,1.84748631277841,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,5,-0.326208604141586,-0.290289372772657,0.686516600728653,0.523417542299665,-0.0796908059423095,0.00388414801032349,0.485770518817841,21,0.0123511395961756,-0.169894405206592,0.732132793228977,1.323207037215,0.317442978242611,0.203347269265074,2.59074419271201,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,3,39,0.51355124497287,0.133420142092053,1.01713974007045,1.03719995777859,0.852024182494986,0.292711748596787,0.725051705309279,91,-0.0886170732255657,-0.289209461459936,0.978297148347479,1.16625903894192,-0.280826284532667,-0.394939773604512,0.728456480396311,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3.14430757442341,3.01230736183862,0.318974222295731,0.357870598758119,-0.0867618151365527,-0.146257876037695,0.306135504429262,11,2.93188397193328,2.87201969868855,0.540769234260162,0.80646343659949,0.673446735242315,0.655636256103418,1.4618472014885,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,4,84,0.406321352831917,0.209892237347892,0.880710952937041,1.07414031582526,0.276398050006272,0.244485182366533,0.639473739001981,18,0.233505615082637,0.265371138181008,0.321477638442676,0.272696872462326,-0.0854382534081604,-0.130660908485928,0.419139181204433,19,-0.10151197131157,-0.163068564918875,0.562891095995291,0.41388665115633,-0.62790443324751,-1.06851407244953,0.779067182053974,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,-0.702320469342776,-0.713778380559612,0.428750477298079,0.404571883853883,-0.141260360170151,-0.121050915896421,0.574342902940421,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,4,5,-0.966553007285849,-0.820546364617929,0.636817233289904,0.728230467258591,-0.0214081631427423,-0.0811687147734181,1.7934975083493,6,-0.484309586240936,-0.535116950980591,0.137746466594124,0.105307540888873,0.121721363612711,0.104955865156701,1.60842175984275,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,13,17,1.23588479698448,1.67404148820102,1.39525903974375,2.27527639633415,0.555515225636416,0.445582246770481,18.1750000134895,NA,NA,NA,NA,NA,NA,NA,NA,13,0.692574171959888,0.83088483007332,0.821088224291204,0.764946883822528,0.105841152262386,0.591124370036172,2.18324489259377,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,85,0.463702969289049,0.276430482494352,0.836190611789392,1.19534391283032,-0.156110224797112,-0.142715138575393,1.39430260744508,190,0.447560366462461,0.315510074144358,0.832704546095526,0.950526173843723,-0.233880031913375,-0.175217442756361,0.81720003511065,25,0.246490970000149,0.225655348325744,0.715401117354612,1.04635560068297,0.216666254142974,0.0310679088625944,1.40548878948692,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,-0.59122856065717,-0.59122856065717,0.747297128516295,1.05683773427021,0.383891159926902,0.352279244756738,2.68441914654152,14,-0.127542635611702,-0.194998837037519,0.611224016381414,0.996399272911738,0.378596168124312,0.431988561534054,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,1,31,0.193731601575475,-0.0262183393340013,1.17622057212094,1.15173894450332,-0.352751994070308,-0.389343852791773,1.08136319964524,61,-0.377622570251552,-0.488120066439101,0.679358216364323,0.764119710997662,-0.219759212809725,-0.0518381397263658,0.176179219594655,2,0.0317155656376973,0.0317155656376973,0.421675198147198,0.59633878413613,-0.164162785395122,-0.156183967273748,0.615640601441289,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,7,13,0.087450008402029,0.0449355299306679,0.967667651128366,0.71364679482685,-0.0811262066758673,-0.0172422207893079,2.47836176296921,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.219497953412823,-0.180766662906645,0.930387612824031,1.44602081947474,-0.0540393870622586,0.0902032313985607,0.816116228236821,"2014","East Asia and Pacific","Myanmar","Lower middle income"
