"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",23,37061.1411740653,15312.825842303,36957.0947451068,48310.253097138,1303.02572643172,-10038.9100279802,0.962421520048294,10,-2133.24979256961,10354.556858536,52825.5801359755,74006.4186398427,4341.60231896698,7020.894432491,0.932819391871604,8,14870.9707788807,19830.0732777024,10528.9491040257,7663.85994508532,-337.270733606778,-1198.32751081349,1.61874206486115,20,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",34,1915.76110690569,1400.22263543591,1744.05224438265,2319.44367248381,-336.47206745621,-295.980799078787,0.525253949325637,40,2008.27406615716,1476.06436007655,1533.42601639233,1249.7352987444,-523.373203553398,-580.84860884551,0.920395814698245,76,4039.80788708833,3002.68506138212,3526.60942024864,4394.68953217857,867.686434304471,-225.362483210728,0.931114356805451,12,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",6,7042.82438648038,5407.71588215938,5499.36417958102,3990.96459096459,1093.6574199015,-664.688259267867,15.7881156456524,2,15159.7511507195,15159.7511507195,9072.71008089064,12830.7496438746,4373.66987183882,5804.38674365758,12.9829054104767,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",9,8655.71043348876,7786.79574716099,7853.36325162479,9502.67211741408,2625.41157470924,2334.92718027381,3.38866227048405,1,5696.2066404335,5696.2066404335,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",20,39489.811456949,30844.0249070491,28534.4841778291,29818.4009801323,-11333.4380751393,-19931.9249443307,0.350788000421023,35,20322.6472730658,20203.3693422694,15965.8960536271,16011.6940192165,22254.2813918404,32243.103403448,0.77743037221079,68,14790.6469630363,10815.7902626541,13914.4732413148,17382.4858116636,6778.30970488663,3371.01411450634,0.902224442110516,45,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,11870.6808322605,11817.4235265508,3743.8110680709,5906.80663893615,-1111.42490416302,1262.09226924904,1.02657442854404,1,1089.63765894219,1089.63765894219,NA,0,0,0,1,1,5488.33284004037,5488.33284004037,NA,0,0,0,1,4,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",34,34408.1752182429,24824.6084574527,30563.1266853389,33092.6094574301,-2822.20795408979,-4588.42507074155,1.48251024317874,18,22248.5300274733,19935.0162884893,18241.4959077141,16020.6382874599,-374.321686754672,-687.140642258869,1.00979585390951,3,46190.7191042057,48329.3719238299,33424.2726699164,34488.8026783599,9483.11971122123,13118.890145506,3.02101721521756,15,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,97200.6785959998,78601.341120549,92729.7103273031,168643.364642602,57209.7708517484,62525.6902327105,0.829430548881717,1,14934.8556434955,14934.8556434955,NA,1.81898940354586e-12,0,0,1,126,23696.8471807101,20822.7707553367,16224.4942559522,23967.67204573,-10236.2860259853,-8397.25703001096,0.493371729241371,18,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",18,19431.6395473864,10214.357866077,17805.5246125862,17834.913662915,23229.8739400557,16872.0438316772,NA,1,52820.4277546762,52820.4277546762,Inf,0,0,0,1,15,9719.77996096947,7380.23231193141,10207.9003262582,10569.9544873524,1392.50725927273,1957.66173959216,0.943762751563929,24,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",3,21599.3526911142,16060.8083919785,19675.7935945086,31623.4437198624,3159.38628589592,4691.41185574285,15.1015787437821,1,10117.0797884019,10117.0797884019,NA,0,0,0,1,1,6340.782269045,6340.782269045,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",5,35562.6893897705,33626.8264848898,11227.2705588975,16927.0464300818,-13764.0126493462,-11826.8386180033,0.231984019849545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",4,8550.18645058864,8390.6492283967,1768.62546767225,932.743404781899,419.381469473411,600.433328596494,NA,2,14254.5392905018,14254.5392905018,2748.16813401548,3886.49664680625,-1715.85131070412,-1589.93044642074,0.504405281645398,1,3555.42696279025,3555.42696279025,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Ecuador","Ecuador2010",8,23310.1817988814,21592.9786579108,19280.9381998696,30638.5776397516,2292.74874715468,936.979941309611,3.10265122900657,NA,NA,NA,NA,NA,NA,NA,NA,2,7502.35586602662,7502.35586602662,222.738636073762,315,-31.1715048752836,-31.5,0.840540529777825,0,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",1,10568.3892529236,10568.3892529236,NA,0,0,0,1,63,4274.70612358563,3898.14992129487,2611.89848881141,3640.4534817809,-367.480330728457,-1971.67143081619,0.83524717733947,60,10692.0196917591,8197.39278628593,9330.33215708222,9997.72337770723,-5663.79911716398,-3230.95176179442,1.187828673437,100,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",3,16936.9732478914,6156.22083215632,25753.8950109636,39109.5238095238,17512.6348070653,16433.3297688666,1.20520548726759,2,5046.60362035605,5046.60362035605,4818.10775587494,6813.83333333333,-1983.49196693983,-1834.49358974359,0.568873732223775,1,3300.35,3300.35,NA,0,0,0,1,4,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",1,2291.02487023124,2291.02487023124,NA,0,0,0,1,3,2173.73292560154,2380.07249116032,1384.98915047866,2521.11429258471,-1058.76334261481,-1221.18201540504,NA,4,6968.65311642241,623.003302300988,12350.2671531517,24305.2282619292,15845.8136658333,16089.0718569651,1.2575,10,"2011","Sub-Saharan Africa","Ethiopia","Low income"
