"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",73,0.441070889635163,0.48,0.216892241792714,0.357579529737206,-0.09704451846462,-0.0832501020661739,1.77826213108844,1,0.789473684210526,0.789473684210526,NA,0,0,0,1,20,0.599133598593377,0.608919509953651,0.123322151098836,0.16961870303964,-0.0641774498294923,-0.0621791715153186,0.475028058682762,1,"2010","Latin America and Caribbean","Argentina","High income"
"Azerbaijan","Azerbaijan2013",1,0.5,0.5,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.348779113082831,0.355652907155838,0.0264972302035462,0.048421052631579,-0.0121376612886724,-0.009776999316473,0.877470788093862,0,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",3,0.3909,0.394285714285714,0.0137658998979362,0.025,-0.0014134328358209,0.000821917808219179,2.33928571428571,NA,NA,NA,NA,NA,NA,NA,NA,3,0.553799019607843,0.43375,0.220983767122391,0.39,0.0560875478240077,0.0560875478240076,0.9375,0,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",81,0.514687357889565,0.565184933539155,0.223385312829578,0.293589480678743,-0.115553350114584,-0.100524080358771,2.95522677850935,4,0.417254793529992,0.426580794915729,0.145751237873957,0.0761904761904762,-0.010876151275653,-0.0198889449772842,10.8343803016479,25,0.547813268922706,0.61377621796813,0.255919884293847,0.416479305058763,-0.0647235691347406,-0.0296243023921097,0.602808621207922,0,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",2,0.461990922584345,0.461990922584345,0.0565685424949238,0,-0.0420969566924839,-0.0329824561403509,3.11606659633946,1,0.404761904761905,0.404761904761905,NA,0,0,0,1,2,0.4,0.4,0,0,0,0,1,1,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",3,0.330827210196658,0.330747368781767,0.190990766836299,0.345267857142857,-0.0289164276405381,-0.0214951975108225,1.36872443949359,2,0.176563405502524,0.176563405502524,0.15556349186104,0.22,-0.054746148866995,-0.0592307692307692,2.30917600224596,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",5,0.3960229056796,0.370306592574519,0.241480977220109,0.325,0.0914558951080891,0.0768959355604849,0.355787431869104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",68,0.390464041567262,0.394223905155727,0.144870838793377,0.028844950213371,-0.0145904583187456,-0.000303041779826149,0.174297780440572,NA,NA,NA,NA,NA,NA,NA,NA,32,0.312616964723633,0.302656096036643,0.188632915535793,0.3,0.0547537600595127,0.100596313598619,1.13920191729053,17,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burkinafaso","Burkinafaso2009",3,0.234192598028809,0.225307911795245,0.0618455631820642,0.122730117708817,-0.0255054315497376,-0.0255054315497376,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0492079638774573,0.0492079638774573,0.00141421356237309,0.00199999999999999,0.000433318241951824,0.000499999999999997,0.735987959152429,0,"2009","Sub-Saharan Africa","Burkina Faso","Low income"
"Cameroon","Cameroon2009",1,0.465195852795278,0.465195852795278,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0736478669370608,0.0903954247794518,0.105363678151394,0.152403847259512,0.0549707137832267,0.0374788338408915,0.177589055306557,1,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
