"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",5,17993.2140083762,17357.6541037592,10009.6481883992,13898.0245581994,-956.681173715107,-5427.73219978981,0.710856757389233,4,53485.65499669,55221.4173621792,52425.4302235423,76734.0887126189,32993.8024437086,23897.4888874969,4.16666666666667,4,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",20,1763.36802937508,869.507087370085,1831.84246214275,2072.00078024191,-1080.08699494732,-1637.90891320824,0.0485270055178894,4,1792.52261112892,1450.44025434138,790.984015988559,1553.78077208619,-28.4121469898194,-28.4121469898194,0.821428571428571,5,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",5,13181.7367566521,11863.2002481164,5691.73657103177,7502.38067681443,-1650.64952476138,-1257.9901788351,4.41423805519316,7,39847.7977953642,36818.8760108607,27339.1617915397,62211.5426868805,-5614.61524278506,-1995.89836274972,0.300885848334994,5,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",44,10989.0531695615,13327.0506532876,9657.71516766815,10030.3189450344,-1276.97263408521,-135.994557700884,1.99865348170406,14,22580.9037498615,20609.9179174524,13631.060957478,13118.0311454456,1163.17981528645,3603.94077143426,1.29748724652859,18,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Guatemala","Guatemala2010",2,4832.88440050869,4832.88440050869,4827.13931238977,6826.60588304595,3446.88436268971,2859.79435641114,4.70919653713655,1,27425.6546176119,27425.6546176119,NA,0,0,0,1,5,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",118,5177.9581266079,3979.89608436165,4398.22764195648,3990.69469060358,311.54638964824,396.503500038149,1,6,8843.30090242933,7494.19523152021,8462.30113104059,9333.25338966154,1478.82743447159,3286.20253483778,0.971751211383127,51,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",2,14003.5913208399,14003.5913208399,4920.84850223789,6959.13069024815,-1873.61210891296,-1873.61210891296,0.65,3,23064.3956943199,21195.0435557523,18086.4561838602,34017.1193288673,-5084.40548499267,-4535.61591051564,0.659109968494644,1,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Lebanon","Lebanon2013",2,21293.2717313349,21293.2717313349,5695.58748701858,8054.77706982417,-908.212889903855,-1127.66878977538,0.856187998783153,4,39755.5179471599,37432.4063557109,27139.9091139355,29226.4386911005,-14582.9151979466,-13530.5038414561,0.180508326677818,1,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",2,5886.50468532741,5886.50468532741,2729.67565721609,3860.34433531469,0,0,1,3,64233.8368770465,63214.6344914662,38208.8831700755,55213.1858182083,-2611.5508411965,2394.02955443532,0.869270330671758,1,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",5,6035.68030052359,5599.11031362604,2450.94753503573,2608.7827986948,-227.612190996843,820.664086545446,0.361213599888838,NA,NA,NA,NA,NA,NA,NA,NA,2,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nigeria","Nigeria2014",5,1180.73148514984,404.169095864458,2688.38392216407,2834.80304543419,-563.151421626204,205.032979795684,0.21760932377734,1,568.723427787361,568.723427787361,NA,0,0,0,1,1,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",6,4749.46912006082,2967.78948943257,4495.96021653689,7332.2670215933,1533.80265728863,1545.55534158639,4.53991068795478,1,5192.03057497269,5192.03057497269,NA,0,0,0,1,16,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",3,137386.830284637,101256.814026541,168604.671441088,272730.291450147,71281.6013287168,84055.6933987414,4.95227080423547,2,51861.8931255483,51861.8931255483,27321.7675748536,38638.8142523634,5411.85474133307,7430.54120237758,1.87478241820277,4,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",5,14846.7632927369,662.928873964152,26053.9820193209,41870.2392921513,-9407.03448507736,-4909.34199875926,0.883316384427181,1,55938.7390710491,55938.7390710491,NA,0,0,0,1,4,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Serbia","Serbia2013",1,55435.0048243588,55435.0048243588,NA,0,0,0,1,1,26313.028967441,26313.028967441,NA,0,0,0,1,3,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,2,199124.769899039,199124.769899039,18889.3943940659,26713.6377371023,2769.60391491428,3205.63652845228,1.16206859647572,6,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",1,70830.9465251066,70830.9465251066,NA,0,0,0,1,3,510469.031247228,444210.635772227,510433.479260638,761711.104551391,-492711.628661142,-258130.000839658,0.0673240609104863,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uruguay","Uruguay2010",NA,NA,NA,NA,NA,NA,NA,NA,5,32163.4105336849,29129.6123795352,14446.9712378916,17806.5207524476,3453.91222689414,6030.72829870992,0.6643949579826,3,"2010","Latin America and Caribbean","Uruguay","High income"
"Vietnam","Vietnam2009",14,5315.77508190181,5055.52151710711,3569.0067039704,5023.25646987854,88.5806969229351,132.183323598037,0.399960370387074,5,15563.8345621203,13666.3977597458,9814.69762701194,2476.52064027066,-3710.09426719442,-6693.5627054005,0.403028904522556,6,"2009","East Asia and Pacific","Vietnam","Lower middle income"
