"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,0.415307453603804,0.415307453603804,0.0115392409658985,0.0163189510734648,-0.00278570523712193,-0.00327904157083639,1.84191194619896,5,0.33585921534363,0.386684599865501,0.314754192964964,0.690895295902883,0.0406594371838028,0.0286508686845173,1.15564265992313,2,0.562072115102446,0.562072115102446,0.106214862719576,0.150210499383621,-0.0323608263909054,-0.0309256910495689,1.54734700798401,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",38,0.278077548469064,0.242746934822861,0.275771157112267,0.392333033842468,-0.000306001911946825,0.000214848785217938,1.16763748734813,37,0.230951998826299,0.124492103936452,0.236736167710486,0.355128975707781,0.121207446228161,0.120320797891969,0.339573782087384,29,0.347559250926057,0.346114518287548,0.212222020937537,0.277209483814222,-0.00731532325326749,-0.000909019233897369,0.943428439498372,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",50,0.555864939391252,0.515581493470703,0.252292066462108,0.312433713893568,-0.000633217446772491,-0.00299477960420023,1.15023447098904,26,0.384463821707368,0.323431225157179,0.239512425348623,0.328716020986743,-0.00538937956230643,-0.0126455527706047,1.44589045619086,42,0.489543900341005,0.548863303918375,0.358023772086049,0.61742811268428,0.000487084306509773,0.0203455635328553,0.914649164566878,4,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,0.554949954304004,0.5556605006702,0.142564300638977,0.253252676556724,-0.0122553068314028,-0.00683734905021853,1.16449069153197,1,0.26266988625132,0.26266988625132,NA,0,0,0,1,1,0.688930160758611,0.688930160758611,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",9,0.441087401916781,0.508821832933685,0.145500585930863,0.205128205128205,-0.014482889418312,-0.0209955018614466,1.05445636785526,4,0.536226891355246,0.529970541020909,0.0742418891270859,0.123324520866624,-0.00584776641541578,-0.00773945812012985,0.991725865107208,2,0.437469502571376,0.437469502571376,0.120712781698694,0.170713653030076,0.0221295476150099,0.0221295476150099,0.794117647058823,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.347597161466726,0.347597161466726,NA,0,0,0,1,1,0.0995644348330775,0.0995644348330775,NA,0,0,0,1,1,0.43506921555702,0.43506921555702,NA,5.55111512312578e-17,0,0,1,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.791319541161277,0.791319541161277,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,8,0.423772084239383,0.518217200387453,0.193884859160884,0.365840599498984,-0.0612703413785601,-0.0513296507390742,1.07944506522764,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",27,-0.334797611670866,0.138382201746402,1.14699380673623,1.17253808487486,0.0189741304709592,0.0285614101794019,0.492307692307692,8,0.196221945498221,0.16649594920858,0.137460610384796,0.0749488150544232,0.012900097008063,0.0279210014057542,0.964285705162554,40,0.415522199535543,0.503241350760763,0.500225631255741,0.44926844783715,-0.0179582961013286,-0.0222761183370574,1.66666666666667,7,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",2,0.0307470612109231,0.0307470612109231,0.0213512433248318,0.0301952178835051,0.00960756932656981,0.00960756932656981,0.611111111111111,4,1.10000249850581,0.10692807909098,2.06085123428065,1.17279094323509,-0.742419275365112,-0.742419275365112,0.24,8,0.0543408743993185,0.02088322176444,0.198389323385614,0.122094343359572,0.0460337188341845,0.0460337188341845,0.833333333333333,2,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",3,0.877845249021528,0.87839594112134,0.0522722551591115,0,-0.00141264598187147,-0.00392879083641822,1,1,0.550387823796283,0.550387823796283,NA,0,0,0,1,1,0.80396515750369,0.803965157503689,Inf,0,0,0,1,4,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
