"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,4,25,1.94603817569985,1.91840538827695,0.285522574277171,0.489080941411103,-0.00337668077645614,-0.00767651819084601,0.861776975201477,39,2.64704483933108,2.60646702745959,0.464276580046723,0.726567266834937,0.0298042721148026,0.0457986443300199,0.679324929803731,34,2.6835256142078,2.78293108687406,0.400881771241599,0.329940327509235,0.0342285458419118,0.0767117228104993,0.611909471536946,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,10,2.10185098506651,2.06731851349565,0.466323990303192,0.438862950358716,0.115596963426181,0.109052374383953,2,6,2.0442282298745,1.94683278300153,0.32292610283862,0.355011427083535,0.0426359123397339,0.03994576136539,1.70416666666667,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,41,2.55582612069237,2.36236029656503,0.541561188891953,0.66633507454168,0.0316121311478178,0.0248431186785032,1.23783071686667,57,2.67483536708411,2.42181304736172,0.645087796295705,0.658238800846581,0.0461032774259428,0.0302266157325405,0.971607941761952,47,3.08378024005541,2.88110730553618,0.875328627045113,1.00427593996045,-0.204145860748292,-0.282577750017069,1.10796677346539,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,12,2.31263947591694,2.24339675352413,0.256790970081045,0.345930516450247,0.0513386019893279,0.0538811740683508,1.03719968299493,9,2.34749310446422,2.38439099451766,0.18330076868665,0.211089765858343,0.0331741216032259,0.0222357363096638,3.09921135580318,4,2.64364109760473,2.69580661271991,0.175526719397023,0.167676126132748,0.0736571139808571,0.0736571139808571,1.71359223300971,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,9,50,2.36294379538441,2.2071262982248,0.583589228687435,0.416771607912151,-0.0848235449296934,0.023510770636198,2.05963185891768,42,2.53115918256406,2.55680142827092,0.528412216106696,0.603400530502833,0.0603111166928925,-0.00171173120145393,0.659265827323646,29,2.78438697564974,2.62659862352179,0.719653786800829,0.985807302667976,0.0755180625987134,0.400587229556748,0.55317070137147,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Burundi","Burundi2014",NA,NA,NA,NA,NA,NA,NA,NA,0,3,2.47351364036126,2.31569038396272,0.691219752941125,1.42036716749556,0.0557974830710842,0.0614773107368308,1,12,2.55202479702528,2.43220779238049,0.549735574697537,0.642805808340228,0.0410234253268736,0.0425150291619345,0.909536622940226,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Burundi","Low income"
"Cameroon","Cameroon2009",NA,NA,NA,NA,NA,NA,NA,NA,0,2,3.72898949392574,3.72898949392574,1.54868369518818,2.19016948556121,-0.0353170684078295,-0.0353253142832452,0.967551905451306,5,3.89183522262283,3.45901864346771,1.53570058727862,3.23347521717025,-0.135886758898421,-0.150191748252304,0.929514609466507,8,4.38701269560539,3.74641191922613,1.51880173100099,2.11884241135905,-0.651255119956046,-0.631847987195093,1.06307927145708,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,39,2.89197352076682,3.01051713059589,0.475762289970722,0.523723897121187,0.012436989265253,0.000817348927599647,1.09594160551068,55,2.72148266005312,2.51599120749377,0.50599164486652,0.500081128579804,0.0724443897763803,0.0692599333140879,1,38,3.10835368240416,3.05923879308905,0.517015406942442,0.551705630833059,0.0150776392676798,0.0470487360132991,1.48556788101609,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,16,2.52640990902891,2.49220626898706,0.828850207359918,0.420394947699616,-0.161280811740136,-0.115039788822855,0.605240339631998,50,2.86141050761425,2.56827461475744,0.787936049839285,0.753887118498859,0.122596908964633,0.0696346069326069,1.38863133128639,39,2.77386066639964,2.7178803044702,0.477134240001406,0.486779382384807,0.0139343794231583,0.0288021675667593,1.44508748401861,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,5,36,2.69767178100794,2.61158269963425,0.397525225934452,0.49077582201566,0.0228004601983887,0.029886099696251,2,43,2.89494423615793,2.94219615380065,0.388353614740505,0.469222327519869,0.0562948356533619,0.0833227383383233,1.18622216584806,27,2.99054919759276,2.9587591052032,0.36275653910048,0.383208721140509,0.4107738594044,0.467033773986582,2.23165571206001,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,2,24,2.30258543641621,2.51409675083512,0.615221350685119,0.511817180881039,-0.0820236935648108,-0.0342043794839299,0.773620716551401,31,2.59247858206425,2.50893177053594,0.327582482595798,0.344081643639502,0.0425173958852533,0.0453572804706177,1.32399350368849,13,2.85799686585428,2.86569600388503,0.317657830886901,0.565308252492311,0.192939685196887,0.180992297148406,1.09430405410035,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,12,2.1903145222813,2.21929124673121,0.412643991751367,0.805097595732734,0.043470870518965,0.0448484845458626,1.63636363636364,3,2.97996328820291,3.03493419276566,0.137260691748911,0.234668723418338,-0.0286275824504703,-0.02644980573961,0.763089817300986,2,6.41166647550286,6.41166647550286,5.81188812434309,8.21925100844113,-0.722035695545459,-0.770996867401104,0.870309803029894,"2013","Europe and Central Asia","Croatia","High income"
"Dominicanrepublic","Dominicanrepublic2010",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,2.59468900680588,2.3460386163597,0.62904837066695,0.956693317479996,0.0773856033221809,0.077385603322181,1.44117647058824,9,2.54353676375879,2.55977992436556,0.428865387346078,0.494517580830266,-0.0831724087281784,-0.111294158537562,0.605511078090889,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,1,14,2.69366992765883,2.64462590201761,0.66703582021286,1.02903431201456,0.0774647791049872,0.0727170483625407,1.24236125588279,2,3.5913222646438,3.5913222646438,1.09836690991742,1.55332538046704,-0.232828896938401,-0.229717133731041,0.759084605078114,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2.97691443518459,2.80330236660231,0.478514507666256,0.453525617029857,0.108408747256479,0.124105833868696,7.25798617885923,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,4,60,2.29108406972896,2.26868201005739,0.69917870488832,0.651832667511798,0.0907265627759457,0.058259445479618,1.02066494826784,66,2.54598229073496,2.52237195439059,0.597935421319994,0.64272860484326,-0.0240512879295269,-0.0139106942798353,1.10015483605087,40,2.93164149808645,2.91128833839752,0.391894533457493,0.51895209855979,-0.0354882198616428,-0.00835763959516914,0.380187173624411,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,5,2.27383779534757,2.22109556548987,0.243545803178308,0.325406876311545,-0.0368681535153425,-0.0416647017793607,1.16707801985831,9,1.98658601753704,1.80072810702981,0.537771068025695,0.43150024470275,0.00383326583104998,0.0899891208978808,0.96944177168079,12,2.62764892116152,2.76000150162805,0.323818919174398,0.630962200143628,0.00887759007377791,0.0220384235102426,2.10681217406784,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,4,14,2.54176046372656,2.65957721032226,0.49239379709622,0.663117836194511,0.0446132320624904,0.0999925983569692,1.4,NA,NA,NA,NA,NA,NA,NA,NA,2,2.72609233242647,2.72609233242647,0.118002898689198,0.166881299725603,-0.0152628085701217,-0.0166881299725603,0.767052571858692,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,0,6,1.84024730240517,1.97059770503936,0.533247909947138,1.05289716610364,0.132022764737574,0.110949695375099,1.87600947030177,7,2.10936442635705,2.15439266547048,0.225650142498886,0.363006086569385,0.047632302339716,0.157189276095172,0.795152646077169,2,2.64516463682864,2.64516463682864,0.067135138691983,0.0949434236500011,0.0145337057541367,0.0225111557302828,2.31815867166746,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,3,17,2.61383535008416,2.66994819902546,0.63293548379815,1.1353294204282,-0.0242431490699167,-0.0401428703567636,0.743950553896983,7,2.43590335986847,2.29325917754028,0.721377559919157,0.705902108848349,-0.0891866242974323,-0.0923842608760097,0.94431077992819,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,27,2.2697327183093,2.2728564370996,0.447328209681869,0.517747082367489,-0.000883707956433111,0.0169230264565841,0.792064887821065,16,2.32030859389653,2.25246023735064,0.42161606909668,0.454938721053006,-0.0376317102253812,-0.0613789942576698,0.321603676359502,24,2.50972715507508,2.51352947787498,0.409362230956108,0.4846555936921,0.366512421409905,0.323993722602,1.01719824443555,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,0,3,2.57726543756693,2.65046184028849,0.217458473214228,0.411466743461368,-0.0264060673419009,-0.0258516293561157,0.942389731105119,8,3.04634964318748,3.01251773581332,0.736921381788164,1.15438501035923,-0.239124997395401,-0.219940125214447,0.689427302436388,10,3.11332130847761,2.98781377460723,0.372802745619931,0.66141026730903,-0.0267054026217586,-0.0315758321116887,1.07085071794549,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,3.51134197380032,2.9441224246372,1.52573475287365,1.50216504275822,-0.362842767084214,-0.362842767084214,1.03191489361702,7,3.45124122168923,3.1051199204216,0.998327158048517,1.94081420373602,0.372713973531399,0.382042133670551,1.16832811125032,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,109,2.71588892539158,2.63003821444749,0.478801897567722,0.677816364666825,0.00341529073089594,0.0231124476648257,0.933333333333333,104,2.86978254696815,2.84800346784567,0.560078009633303,0.637415737465272,-0.00950545765883233,-0.0214876384693974,1.17469884970963,43,2.91921486333076,2.73747777788923,0.852812158017256,0.89950578727538,-0.0276253113458547,0.15557199296825,0.946668512960816,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,6,45,2.56239518734055,2.48422989006857,0.445703302170812,0.417124258889036,-0.0192623236783684,-0.00233097386656223,1.09780390772694,18,2.9299237139657,2.78268438848168,0.432222038850413,0.088532461130189,-0.00594597547488357,0.0639579391786415,0.97290283000711,13,2.67222793810304,2.66161537385534,0.40436848797467,0.28592646532223,-0.0235835867392922,0.0908469559875681,0.954841768281003,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,3,113,3.21231664576805,3.06971256633437,0.700552707639374,0.973956796221855,-0.0598253668894135,-0.0207644175896886,0.751851338866981,47,3.03302958339971,2.93803835466149,0.597889683187299,0.57036226068913,-0.017664924556745,-0.0195036730343286,0.759414169477531,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",NA,NA,NA,NA,NA,NA,NA,NA,0,31,2.82429386764272,2.63837720686701,0.67811956287544,1.45209390716435,0.0567681104395137,0.00324541307348749,0.933333333333333,25,2.59013994571631,2.56682636385437,0.387580738719035,0.404769262666505,0.0193631786234544,-0.00474217854740462,0.900299118657049,4,2.53486751950171,2.39649650081349,0.4400914406332,0.787179188663753,0.0216255116305308,0.0199305876932275,1.07715138586526,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,1,7,2.24001318571264,2.23992534118834,0.0592162331219099,0.066116744252021,-0.00730232936828522,-0.00999200585832443,0.614584573773922,10,2.61176957774782,2.68309882628291,0.223954129869353,0.290703241448984,-0.0262845361771726,-0.0187947941019979,1.08198117205038,15,3.02891662391967,3.02459398744705,0.357412977870921,0.625565041430619,0.00116666196482907,0.0102653130339986,1.77777777777778,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
