"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Angola","Angola2010",7,0.0345196913601803,0.000276908642181753,0.0630974233944917,0.108141048114376,-0.0206316393772477,-0.0204643570434733,2.42064875781417,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Bangladesh","Bangladesh2013",15,0.848233452386438,0.50378276378377,1.07162770023117,0.77412742851436,-0.0612111639597028,-0.144365619629296,1.84198215910708,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",9,0.354767387763881,0.330724802786272,0.337835464776494,0.321219235434519,-0.106617941928534,-0.122864310502565,3.01815025489628,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bhutan","Bhutan2015",16,1.50061892820479,1.03644814487107,1.72230486546037,2.5839719728487,-0.0377517021149026,0.12501419535517,0.927094608021396,0,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",16,1.16877702486416,1.09201777354498,0.597208331956009,0.471246961303949,-0.0364668877126504,-0.107846283639463,0.775593903897077,0,2,1.1748150921646,1.1748150921646,0.286067805814811,0.404560970741618,0.112837508463657,0.12361585217105,0.668964461777181,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",5,-2.13894850170622,-1.88755785573763,2.19596714350985,3.10104437258124,-0.155173263777226,0.304234318708588,0.919391577050156,0,1,1.42405063291139,1.42405063291139,Inf,0,0,0,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",6,0.282550230746441,0.354394521491795,0.225140585385781,0.442384849943829,-0.138729552292786,-0.154127607487676,0.937287335123299,0,3,0.0435138701265875,0.0401127833574682,0.0435548047035,0.0436942993067307,0.00386603985654295,0.00353681749457082,0.950609762393146,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",17,0.66517675099295,0.750586344345442,0.388154135529826,0.866632815559357,-0.00438039612819401,0.0287638716422545,0.391644027993003,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Costarica","Costarica2010",9,0.480638228607509,0.215477452377413,0.494930294224265,0.623445085039189,0.239841630131508,0.136525815574411,0.215078810466651,0,1,3.48837209302326,3.48837209302326,NA,0,0,0,1,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",8,0.186689980757138,0.134284858871711,0.247393400222408,0.203474794421775,-0.0794843376983971,-0.159741827747638,1.3068005762568,2,2,1.80339783035319,1.80339783035319,1.25157900270019,0.4425,0.121526628698334,0.177,0.915894130010018,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",10,0.935580626924669,0.973812910654903,0.79150186515922,0.778521627128371,0.445781433331578,0.49887532408443,0.972489439500987,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Croatia","High income"
