"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",3,0.291555795704622,0.257853329198763,0.116634953413137,0.239652758331,-0.0394897457204038,-0.0497288433293057,8.57647291134669,7,0.1306138578134,0.124272671891848,0.0808534440949132,0.120871345129128,0.0419061132097755,0.0438302983404381,0.108435455355838,1,0.285714285714286,0.285714285714286,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",48,0.181093919724363,0.15964284879854,0.150220005426499,0.266666666666667,-0.109723916501917,-0.113374589459137,0.548526234983817,20,0.0825764597689433,0.06,0.0867883164247226,0.075951388888889,0.055936905743806,0.0556887194034363,0.294337210628943,41,0.126507457307806,0.075,0.134455700788384,0.1632,-0.0401754417732637,-0.0296924084823092,1.59874907715012,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",77,0.31442076525033,0.283239732197401,0.205505593591514,0.289642428961943,0.0136438865321264,-0.00678326729140595,0.333521603793347,15,0.193808640236471,0.215074946264458,0.0843650533002614,0.0837641030443414,0.0408780185598028,0.0399918331427151,2.17553790160864,31,0.300454967539461,0.252797478332762,0.214092487081856,0.366681818181818,-0.0671609083192662,-0.0515405137838807,1.72950155595305,1,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",1,0.234043914981428,0.234043914981428,Inf,0,0,0,1,4,0.253211971573419,0.239817659042274,0.0926146887842213,0.0757481891528659,-0.0311106961811625,-0.0318515967738797,0.939314963525078,2,0.231597344986165,0.231597344986165,0.0462342673447354,0.0653851279253083,-0.0169657782006141,-0.0212214888880387,3.32745178408064,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",16,0.152265536827891,0.120769808553685,0.0862874518600686,0.129275362318841,0.0230560603114493,0.0290847091414497,0.862341495825652,2,0.145864464142142,0.145864464142142,0.0248507635625116,0.0351442868654311,0.0127966903136004,0.0154464809206935,0.619838044163772,NA,NA,NA,NA,NA,NA,NA,NA,1,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.179591836734694,0.179591836734694,NA,0,0,0,1,1,0.282221666666667,0.282221666666667,NA,0,0,0,1,1,0.183544,0.183544,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",12,0.389415763097473,0.38817828110532,0.191368827328676,0.274117647058823,-0.0769115708587711,-0.0631602772158376,0.421986879696825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",24,0.371722385824643,0.468817200711828,0.230303571850565,0.328571428571429,-0.057859517788196,-0.0559893769555594,1.02315096820577,16,0.176509101648864,0.12491218787497,0.127604422634437,0.202352941176471,0.026996288592054,0.0529291352810538,1.36734861965134,50,0.388762816858714,0.321071133525408,0.319090089214951,0.36,-0.0774691831352351,-0.138476942387348,0.940046642327413,4,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",8,0.0801202679844868,0.0652330697485807,0.0706877549351318,0.0811443115651477,0.0632284299714907,0.0636804804390287,NA,4,0.0460930228596461,0.00681192660550459,0.0785104231806981,0.156193142266978,-0.00631080891887674,-0.00553551424641508,0.938109800495121,8,0.128910900956525,0.0820757575757576,0.135603353302974,0.0909629989490321,-0.0328495973020182,-0.0338019873037373,1.55291666666667,2,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.61560790175809,0.61560790175809,NA,0,0,0,NA,4,0.253842593725736,0.18397887448467,0.152576490908465,0.24480515079634,0.117316150815091,0.0602441812396063,0.264644334661365,3,0.742066577923867,0.761350317940313,0.030243085056363,0.0435046314941604,-0.018417700275539,-0.00509720254598624,10.0351930221569,1,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,2,0.153322018085188,0.153322018085188,0.00707106781186548,0.01,-0.00322350651669479,-0.00480392156862746,33.7221113825807,3,0.211081699442515,0.212768218076455,0.0801197088452434,0.088,-0.0717676114380782,-0.0692990196078431,0.960958076637149,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",26,0.133287019301047,0.15,0.0983626068914959,0.158666666666667,-0.0404440154475683,-0.0417924415471451,0.485334640975963,16,0.0671573937303359,0.0759894221003655,0.0478657242349731,0.0606967505802535,0.0247949366581781,0.0492868925876423,0.246586490183086,48,0.0958285120676034,0.1,0.0716296099958535,0.105903636363636,0.00229300039113841,0.0122728481984763,0.341936503357248,1,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",12,0.367786311300042,0.309180223793405,0.263590782736794,0.4,-0.107274405998189,-0.142030459439337,1.07532284426977,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.1,NA,0,0,0,1,0,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,3,0.106739415511428,0.0629411764705882,0.131718048601129,0.252277070063694,-0.0117516660281804,-0.0117516660281804,1.06410256410256,2,0.320676149237592,0.320676149237592,0.0502831488843767,0,0.00164366349111517,0.00232606438213915,0.970465937553955,1,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",2,0.192535710691323,0.192535710691323,0.108145743005001,0.152941176470588,-0.0187674300314739,-0.0254901960784314,1.70265112240289,1,0.555555555555556,0.555555555555556,NA,0,0,0,1,1,0.0285714285714286,0.0285714285714286,Inf,0,0,0,1,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Mexico","Mexico2010",13,0.380903398148522,0.346359146820639,0.216797151689986,0.384827586206896,0.037380966205015,-0.0365662703942017,0.397135859310814,5,0.117595208747583,0.131942202681821,0.0807156034854126,0.105952380952381,-0.0201013470901073,-0.0114346236207898,0.424040782851499,1,0.236363636363636,0.236363636363636,NA,0,0,0,1,7,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",1,0.04,0.04,NA,0,0,0,1,1,0.41025641025641,0.41025641025641,NA,0,0,0,1,1,0.333333333333333,0.333333333333333,NA,0,0,0,1,3,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",1,0.231481481481482,0.231481481481482,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0.323681489389528,0.313837601792807,0.0588868043612669,0.05,0.0453779527518223,0.0420145190562613,0.130189100672303,3,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",7,0.127930853787517,0.158985390632625,0.0814537776347049,0.053571428571429,-0.0091067842209686,-0.01161596590249,1.52338906665609,NA,NA,NA,NA,NA,NA,NA,NA,5,0.198789771550129,0.179190963269189,0.266611016002754,0.19996,-0.0164867698189424,-0.00965799250157559,1.28571428571429,0,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",10,0.12479442852208,0.150774230370462,0.0899692707299168,0.17,-0.0262146603469043,-0.0259373028783562,0.845792442027677,2,1.04484085185683,1.04484085185683,1.96155910668013,2.77406349206349,0.780173076109249,0.723668737060042,0.571639362348598,2,0.148115858467328,0.148115858467328,0.0989949493661167,0.14,-0.0792102510133283,-0.0646153846153846,9.89442426274374,0,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",1,0.0432857142857143,0.0432857142857143,NA,0,0,0,1,11,0.468525500389743,0.430397140308967,0.326818588087041,0.454423333333333,-0.214371327262731,-0.000120661857809833,1.12895701989995,4,0.242653164949495,0.267315439210731,0.0849651357601206,0.0553728070175438,0.0174495592566693,0.0174495592566693,0.75,1,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",2,0.139759543834098,0.139759543834098,0.0106066017177982,0.015,0,0,1,2,0.391418087765977,0.391418087765977,0.249226160582144,0.352459016393443,-0.0346991927169841,-0.0373820168902136,1.16588363693713,1,0.266666666666667,0.266666666666667,NA,0,0,0,1,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Senegal","Senegal2014",5,0.420183229963653,0.450056143024754,0.103491297932045,0.15,-0.0136440613990586,-0.0124137931034483,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Tunisia","Tunisia2013",1,0.132339449541284,0.132339449541284,NA,0,0,0,1,10,0.317106640976152,0.317472883321878,0.227615284343643,0.283333333333333,0.0112859044379348,0.0106239581757918,0.472830023680807,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Uganda","Uganda2013",3,0.25764101675594,0.27365313671757,0.201642699760102,0.415,-0.178764565118408,-0.171049382716049,1.17510196134993,2,0.0582594556380346,0.0582594556380346,0.0710776038007975,0.100518911276069,0.0369456925551116,0.0369456925551116,0.576335877862595,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Uganda","Low income"
"Ukraine","Ukraine2013",3,0.448025152219513,0.450468470879082,0.260156635145945,0.323404255319149,-0.156218379130891,-0.157486040267454,0.891718657390866,1,0.3,0.3,NA,0,0,0,1,1,0.0859259259259259,0.0859259259259259,NA,0,0,0,1,0,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",1,0.6,0.6,NA,0,0,0,1,4,0.172295583566896,0.174219539783408,0.0586632537294807,0.0777808573540281,0.027134924356638,0.025422873779781,0.546997699334188,1,0.299465240641711,0.299465240641711,NA,0,0,0,1,2,"2009","East Asia and Pacific","Vietnam","Lower middle income"
