"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,1,29,5.67419755747559,5.67584093320696,0.891302222934984,1.1519359610179,0.284009428604705,0.445411767418422,2.02589989648726,10,6.2009956212307,5.86885738497295,0.724426296830005,0.846731902171026,0.309371402224284,0.399508386703941,2.22110127982831,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,19,1.78620735760016,1.92124288289991,1.08198930810631,1.21593681613156,0.392156531343933,0.451492248121403,3.65827198855559,9,1.49883290594272,1.41627722085547,0.657718580006636,0.735659638991759,0.253708342726316,0.355684709949334,1.19116542853514,3,3.04845579014998,2.55289188819028,1.54360868017382,2.39532121177146,-0.645697320622953,-0.517587288279425,0.762942968068818,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,2,40,1.37893361860295,1.24011307624318,1.01187990928333,1.28148120966905,0.417148212152077,0.470536884155705,0.836639338044344,11,2.18455610842436,2.07196358567664,1.1424043796326,2.13457216334886,0.22015578164348,0.065987578247763,1.08308723185176,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,2,100,7.60149111648564,7.55739406424305,0.788882751662708,1.10259467712651,0.579012128140132,0.606526591094844,1.36924223739983,21,7.75839576079713,7.43005843952376,0.809363962186634,0.857674324074388,0.0653551383054869,0.0326177446896834,1.00293442292241,2,8.53221929657083,8.53221929657083,0.00704250601795545,0,-0.00670202914603282,-0.00465852609978896,0.248944220851306,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,1,34,1.96489753288947,1.91272301845113,0.705295909717182,0.494650488782717,0.0594075793363924,0.0431916101950619,0.392371423483968,91,1.72909354585386,1.53847714607238,0.821902318481084,1.0070420558699,0.163266846526178,0.256270611067835,0.698835795075236,13,1.90219929458523,1.45351753330029,1.21112215163113,1.71622509189611,0.391348228851606,-0.0148468309318921,0.189024447354945,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,64,0.577437968582037,0.109409925141926,0.920479369029644,1.27374088960729,0.612989901171391,0.0688967354721596,1.12367417330421,36,1.11634083508943,1.28644729201719,0.655740558348158,0.517363766110289,0.168702993628369,-0.00514503095951639,1.71428571428571,5,0.759367024700087,0.960310750521997,0.750983261621229,1.32399833681595,0.323169319281936,0.36803906335749,1.22487645942469,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,15,0.651998692833652,0.599526362429846,0.847936044668561,1.02830073624965,0.184692890324641,0.101878354798637,1.24776513754074,4,0.272216131500195,0.454433215053061,0.481558690437617,1.01067992548828,0.283659462909188,0.293247237445643,1.77373389866989,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,6,0.136055365351426,-0.251913180064728,1.49772784889879,2.30715783538682,-1.80001511480178,-1.52331712707739,0.0229059863883189,5,-0.494068746974733,-0.7675849058888,0.505102696466261,0.816315076833599,0.346835398477231,0.342778514468126,1.16620989272123,6,-0.62707448379926,-0.840929480687333,1.40596107199589,1.17788681874401,0.0278149696979843,0.0234625311096979,1.08035654823983,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,7,39,1.56777377283366,1.44290680155959,0.846482839010982,0.708220351624128,-0.345947491212427,-0.47952215258172,2.10318886486516,21,1.5789274788187,1.53852574805099,0.614433614544424,0.594425736867432,0.0696957537901906,0.0111551022962555,1.18207446429176,9,1.79631708491227,2.00751216225126,0.511141542665186,0.438308995068978,0.0832473232132595,0.108907286565798,1.06167490253157,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,1,13,2.10538493944997,2.12455775602921,1.01589633176542,1.24616803830447,0.432067475506234,0.342223777602335,1.39383010159517,27,2.03353986896164,2.01893055076469,1.10395556443055,1.0796585261257,0.670902859570883,0.666424481928905,1.2,10,1.93713077588795,1.91609355862529,0.842336012808818,0.632290810486868,0.000714569758211878,0.00184755323054821,1.33634706845765,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,145,2.02902836467853,1.84020635080931,0.816699403498109,1.03931287152342,-0.0308167201991486,0.156594238029338,1.79353280227087,75,1.9006668738369,1.85295625845578,0.91673903315893,1.31687010819535,0.182632371206712,0.209957067108852,0.602850902659396,26,2.01401789499518,1.68879743041657,1.08303137993724,1.12075818814158,-0.208622778654984,-0.0198674306103796,1,"2014","South Asia","India","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,3,7,0.643804937557315,0.402894288542017,1.4719567849653,1.67517979335098,0.153832818349272,-0.0593961366632034,1.03966008585463,25,1.48065954064548,1.27377573904394,1.07137716600289,1.34081556801429,-0.145204761999637,-0.0487244889969958,0.762702954460128,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,2,99,1.29554604068729,1.06374335414793,0.78090643913523,0.985607055756685,0.205058658214134,0.272605866575672,0.975508812015622,37,1.09800018175084,0.859139971058381,0.764916177376466,0.735251358133103,0.14924873365597,0.170094433092446,0.902129586861557,14,1.28450933970738,1.39577838523128,0.716129481392208,1.0320448774271,0.308525100997011,0.319022928785188,0.402533998518615,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,4,7,-0.90083504940832,-0.97188318828344,0.219264545305474,0.46040258124755,-0.0769950610108038,-0.0426024056262312,0.194090528770402,3,-1.54724359138222,-1.54922776962704,0.137836513098026,0.183061197261647,0.0302138952300588,0.0281418015553192,1.66590608858035,3,-0.867213380466395,-0.809840915889785,0.188926229759718,0.363992633354899,-0.0244820205925389,-0.0217231933945557,0.937999129369146,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,0,16,2.39343877941174,1.2244811664218,2.48043868456418,2.62481489904824,-0.131998949813825,-0.340638548236071,0.372650270778246,15,1.26911485037755,1.11489739656056,1.22290659045368,1.90777643435782,-0.698865100433618,-0.609894079902722,0.126878490515572,12,2.93301076657432,2.25927582100651,1.61933666442483,3.01569937870425,-0.305271583765816,-0.228041626661528,0.451644595131976,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,11,2.06161379560291,1.9314605964264,1.29790810214744,1.51784151469587,-1.17456701126429,-1.16851196520066,0.0864421153009105,3,2.62056326848652,3.18547823118996,1.15387328910807,2.10748201006514,-0.614579854784159,-0.637942612153501,0.397431793166518,2,1.94686438225388,1.94686438225388,1.19117825711864,1.68458044642113,-0.210572555802641,-0.210572555802641,0.8,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,48,1.44140413868614,1.39802958648896,0.83618980146076,1.1076722991001,-0.0514356856651424,-0.172879676284449,1.89340141703786,36,1.26703325583221,1.07543727654078,0.779569612872621,0.762830389152546,0.0829556850374675,0.170789205820157,0.40160782985946,8,0.903199432997081,0.908774643388471,0.868499773536387,1.02309644109357,0.698620398039134,0.572665672337473,1.0154914782825,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,4,7.38658860912479,6.87833384243557,1.3051732417269,1.10072404172222,1.05565043869678,1.12943884367405,0.977088537563048,27,7.12265053218152,7.02090926502742,0.915852113918872,1.55473487022534,0.42045464954399,0.431946439225618,1.01987790240311,10,6.32303277120037,6.53041082215724,0.895918831901294,0.72901269906888,0.215729350603472,0.50253938578518,0.827983973576298,"2012","Europe and Central Asia","Russian Federation","High income"
"Slovenia","Slovenia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,12,5.40006267557011,5.38668340025438,0.403101883568515,0.620593191190338,0.336573445282626,0.922572589869336,0.78451870940255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Slovenia","High income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,0,58,5.89467030624622,5.74779929660892,0.702477646176915,0.910118486000965,0.747991594440966,0.362682811079498,1.11856478985053,21,5.88655911976133,5.84787574696438,0.348559360373517,0.41823982299584,0.290028735956562,0.268930394414325,1.1,8,6.30693526257551,6.37029829185432,0.30921414466132,0.515714779295035,0.00256547809158559,0.011781492523156,1.06543440236976,"2014","Europe and Central Asia","Sweden","High income"
"Tunisia","Tunisia2013",NA,NA,NA,NA,NA,NA,NA,NA,5,3,0.891339613110011,0.908737790644087,0.091522654793319,0.142487975086789,-0.0448633747049587,-0.0417256647623006,0.411728837269326,4,0.970623761646794,0.920015411153944,0.122783150941305,0.0182280965679258,0.0561311375892976,0.0620429225781212,1.36363636363636,4,1.33958722032259,1.10364261177024,0.647470099032165,1.13898064978315,-0.0778875813825361,0.0823374138214736,0.584503570239593,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",NA,NA,NA,NA,NA,NA,NA,NA,2,19,1.53983373012475,1.73841976759199,0.603609946176607,0.592382266995809,0.076598436987923,0.0343031195780354,0.724753829333036,15,0.960326992335845,0.923383662432467,0.820692498142936,1.05445804877129,0.170682224586919,-0.0972550210722119,0.30434468022117,8,3.40512317026429,3.90561682905615,1.97356792684341,2.85313636046347,0.830749969048676,0.607133823023619,1.75269649646327,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uganda","Uganda2013",NA,NA,NA,NA,NA,NA,NA,NA,4,6,-1.40615052138372,-1.42379486544327,0.237552690120323,0.304160637396553,0.0622009764147713,0.0556644788389384,2.14438073071069,5,-0.799203584815935,-0.873385012233014,1.5499470557076,1.40686554588228,0.483464190728998,0.508518428850727,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Uganda","Low income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,2,18,1.80033704309711,1.80634887037843,0.493678637067924,0.370125742907696,0.0280675525065493,0.0559317764296602,1.35971290351519,47,1.59346742519724,1.4805762339258,0.853247910261089,1.26550301230504,0.254384732510241,0.050266483245227,0.827742059217073,4,0.504666862817139,0.4299655821763,0.360790805614953,0,-0.0325781464624731,-0.0641461631592854,1.10775121966965,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"Zambia","Zambia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,5,1.7667938707738,1.95282982421478,0.70780915428716,1.27536447499641,-0.0130611542139705,-0.044058676931682,0.983360867340139,11,1.81665263844194,1.68567222649669,0.899423146070082,1.28813637690141,0.398282282984794,0.431618156220777,0.840771238522056,3,1.28116836595268,1.28563480438083,0.0602015311192876,0.110396508610428,-0.00146050656589981,-0.000598666622611247,1.00480781780185,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
