"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",73,0.46501222813549,0.417744703597011,0.282005909990931,0.355875141971673,-0.0399217833126623,-0.00120484180371026,2.25665128819624,73,0.46501222813549,0.417744703597011,0.282005909990931,0.355875141971673,-0.0399217833126623,-0.00120484180371026,2.25665128819624,73,0.46501222813549,0.417744703597011,0.282005909990931,0.355875141971673,-0.0399217833126623,-0.00120484180371026,2.25665128819624,-146,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",6,0.41554972130313,0.340154844718689,0.305946028929397,0.55231834254694,-0.147706670383097,-0.0852487518331568,5.03571428571428,6,0.41554972130313,0.340154844718689,0.305946028929397,0.55231834254694,-0.147706670383097,-0.0852487518331568,5.03571428571428,6,0.41554972130313,0.340154844718689,0.305946028929397,0.55231834254694,-0.147706670383097,-0.0852487518331568,5.03571428571428,-12,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",109,0.393348377503954,0.345153493500642,0.292184498101003,0.391317855931448,0.0406423523504553,0.0360458239699059,0.538106765930162,109,0.393348377503954,0.345153493500642,0.292184498101003,0.391317855931448,0.0406423523504553,0.0360458239699059,0.538106765930162,109,0.393348377503954,0.345153493500642,0.292184498101003,0.391317855931448,0.0406423523504553,0.0360458239699059,0.538106765930162,-218,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",2,0.263513236542325,0.263513236542326,0.0800438548725711,0.113199105145414,0.0281691593722793,0.0304766821545345,0.692752800673788,2,0.263513236542325,0.263513236542326,0.0800438548725711,0.113199105145414,0.0281691593722793,0.0304766821545345,0.692752800673788,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",5,0.207208788622877,0.185218236738545,0.0897685327116589,0.163264763903742,0.0506231682981577,0.0469599127511836,0.355787431869104,5,0.207208788622877,0.185218236738545,0.0897685327116589,0.163264763903742,0.0506231682981577,0.0469599127511836,0.355787431869104,NA,NA,NA,NA,NA,NA,NA,NA,-5,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",105,0.157281063539544,0.086195972082999,0.168831636067346,0.218773457983239,0.103326132346283,0.0227025120038958,0.234190622948258,105,0.157281063539544,0.086195972082999,0.168831636067346,0.218773457983239,0.103326132346283,0.0227025120038958,0.234190622948258,105,0.157281063539544,0.086195972082999,0.168831636067346,0.218773457983239,0.103326132346283,0.0227025120038958,0.234190622948258,-201,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Cameroon","Cameroon2009",4,0.277340300427207,0.295271557202392,0.221446909201056,0.367765066926548,-0.0919529713456576,-0.0908698974151,1.8485826614455,4,0.277340300427207,0.295271557202392,0.221446909201056,0.367765066926548,-0.0919529713456576,-0.0908698974151,1.8485826614455,4,0.277340300427207,0.295271557202392,0.221446909201056,0.367765066926548,-0.0919529713456576,-0.0908698974151,1.8485826614455,-7,"2009","Sub-Saharan Africa","Cameroon","Lower middle income"
"Chile","Chile2010",67,0.324386047470498,0.305903298438945,0.19638393128646,0.354673865433907,-0.111680663216655,-0.0971481240221981,1.35878042185606,67,0.324386047470498,0.305903298438945,0.19638393128646,0.354673865433907,-0.111680663216655,-0.0971481240221981,1.35878042185606,67,0.324386047470498,0.305903298438945,0.19638393128646,0.354673865433907,-0.111680663216655,-0.0971481240221981,1.35878042185606,-134,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",111,0.260182456698382,0.216524892277371,0.158523167538247,0.14540694907187,0.0573007385389157,0.026503060987704,0.538635623362497,111,0.260182456698382,0.216524892277371,0.158523167538247,0.14540694907187,0.0573007385389157,0.026503060987704,0.538635623362497,111,0.260182456698382,0.216524892277371,0.158523167538247,0.14540694907187,0.0573007385389157,0.026503060987704,0.538635623362497,-216,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",33,0.352264288373883,0.375490664111605,0.250643297358675,0.157524613220816,0.015067732725879,-0.0393297923531221,18.470307432604,33,0.352264288373883,0.375490664111605,0.250643297358675,0.157524613220816,0.015067732725879,-0.0393297923531221,18.470307432604,33,0.352264288373883,0.375490664111605,0.250643297358675,0.157524613220816,0.015067732725879,-0.0393297923531221,18.470307432604,-14,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",11,0.421285172305806,0.271959934441509,0.319667570943521,0.313030638612034,0.165958983176895,0.180330545371011,0.314890605951868,11,0.421285172305806,0.271959934441509,0.319667570943521,0.313030638612034,0.165958983176895,0.180330545371011,0.314890605951868,11,0.421285172305806,0.271959934441509,0.319667570943521,0.313030638612034,0.165958983176895,0.180330545371011,0.314890605951868,-21,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",15,0.198336535857011,0.184055258234602,0.143984253867206,0.0807343866252353,-0.115922612871007,-0.0979603957831456,1.14741760947553,15,0.198336535857011,0.184055258234602,0.143984253867206,0.0807343866252353,-0.115922612871007,-0.0979603957831456,1.14741760947553,15,0.198336535857011,0.184055258234602,0.143984253867206,0.0807343866252353,-0.115922612871007,-0.0979603957831456,1.14741760947553,-30,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",5,0.592716751974967,0.597755505364201,0.267623114686896,0.333476272155517,0.215103564785287,0.228074491742053,0.0980392156862746,5,0.592716751974967,0.597755505364201,0.267623114686896,0.333476272155517,0.215103564785287,0.228074491742053,0.0980392156862746,5,0.592716751974967,0.597755505364201,0.267623114686896,0.333476272155517,0.215103564785287,0.228074491742053,0.0980392156862746,-10,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",8,0.368909663411263,0.353422713470196,0.204062672456628,0.326010014937351,-0.0642399103667218,-0.0740722945510619,1.07728816019376,8,0.368909663411263,0.353422713470196,0.204062672456628,0.326010014937351,-0.0642399103667218,-0.0740722945510619,1.07728816019376,NA,NA,NA,NA,NA,NA,NA,NA,-8,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",12,0.310989381547205,0.280389852181954,0.209906938256645,0.298758245072821,-0.00698785734996026,-0.0359572591994868,0.971377382358977,12,0.310989381547205,0.280389852181954,0.209906938256645,0.298758245072821,-0.00698785734996026,-0.0359572591994868,0.971377382358977,12,0.310989381547205,0.280389852181954,0.209906938256645,0.298758245072821,-0.00698785734996026,-0.0359572591994868,0.971377382358977,-24,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",10,0.332055474009929,0.305508073407029,0.158552598501694,0.0634994578976411,-0.0175774037780931,-0.0491636635537519,0.469682485245014,10,0.332055474009929,0.305508073407029,0.158552598501694,0.0634994578976411,-0.0175774037780931,-0.0491636635537519,0.469682485245014,10,0.332055474009929,0.305508073407029,0.158552598501694,0.0634994578976411,-0.0175774037780931,-0.0491636635537519,0.469682485245014,-17,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",124,0.222200756859085,0.118751276996234,0.234432269202904,0.320137153192077,0.00313712793773743,-0.0255426426073518,0.923460117701455,124,0.222200756859085,0.118751276996234,0.234432269202904,0.320137153192077,0.00313712793773743,-0.0255426426073518,0.923460117701455,124,0.222200756859085,0.118751276996234,0.234432269202904,0.320137153192077,0.00313712793773743,-0.0255426426073518,0.923460117701455,-241,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",7,0.641225689599122,0.747822692126146,0.273646186997416,0.462618877459338,-0.233084280644534,-0.149071221969273,0.904210963095656,7,0.641225689599122,0.747822692126146,0.273646186997416,0.462618877459338,-0.233084280644534,-0.149071221969273,0.904210963095656,7,0.641225689599122,0.747822692126146,0.273646186997416,0.462618877459338,-0.233084280644534,-0.149071221969273,0.904210963095656,-10,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
