"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",50,26526.3258587215,21175.5474273942,19402.5115888888,22739.14113822,10040.6853454763,7884.74725743769,1.65543216529902,24,14528.6604408348,14682.1272935997,11461.1333501442,7178.38514472627,3749.20319174516,486.784447368888,1.09050044037205,9,15739.8676950969,17249.1494760045,5827.81145691039,8646.65128671655,188.837516345674,-1460.56434649889,0.107142857142857,35,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",3,2520.13310343136,2172.70840768505,1135.17604006151,1783.02610945087,-403.948636984697,-345.345191464533,0.767433070315061,2,13943.9713397841,13943.9713397841,17483.5749848889,24725.5088623969,-3597.28942894786,-3532.21555177099,0.757087780899389,1,3534.03279582956,3534.03279582956,NA,0,0,0,1,3,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",4,10639.555459075,1345.51440100213,17227.8762047463,32559.6530640615,-211.087087699637,-592.666753323876,0.7,9,1910.21861206903,2082.90423360885,1086.17272002502,2446.81756135831,226.51538649949,242.062527504091,1,12,839.042805032966,787.719040168637,554.343866070404,570.77661015411,-17.7496289120118,-152.29005353307,0.535536056440564,2,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",44,71466.6777749379,56272.5420781072,68915.1489402399,68843.3353235738,-30088.1563134906,-36741.178374923,0.648010579019967,28,23704.4395241584,21568.8319858121,15278.3789066086,20014.7745568363,2963.63680744579,1138.07207164081,1.33511195694138,59,28299.1316720971,22659.9685178018,24489.5791104165,31213.5752228341,3071.23501398759,3767.42301629372,0.509785392303321,30,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,17164.5527533663,17705.0206940374,3889.12993772549,7203.07841911255,-3382.0976792701,-3138.01319589318,0.0424027325546167,1,4924.87547166632,4924.87547166632,NA,0,0,0,1,4,6383.86842486103,6722.54206921316,5133.85536692636,10703.0273506923,-743.701095244629,-693.024582496532,1.03345145752979,5,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",9,32751.1990687134,32457.5770750546,12871.1238463232,22396.1153683068,6505.44348758842,10429.03442264,0.480700059156301,5,24044.3678498175,22276.5314684342,11377.6623753522,8058.50236582312,8988.74112682523,9395.94497933868,1.36159103740912,2,19416.6572748227,19416.6572748227,11015.3797076768,15578.0993772859,-2117.4029126393,-2124.28627872081,0.788165391184243,5,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",8,36826.356730578,37037.140565981,19561.2931390904,22819.2210935387,-2824.1778435792,-11113.2141541917,0.591866591964934,10,9990.74012106973,8345.71705824545,4643.3727769792,0,2839.96679393377,1395.07478458451,0.62943889106989,98,29982.9603986143,22774.9912979654,34556.6443546964,26214.6413000172,32867.4632080561,67604.6463420467,2.20256403956021,37,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",9,32339.1325227469,31455.9976878533,11277.0955284521,9747.89945405125,-2339.05107783001,-4874.84100128693,0.0980518439544108,2,11334.7323805983,11334.7323805983,75.8226640273436,0,1.58864278588534,4.12420922318184,1.01674603751919,2,3801.96643897166,3801.96643897166,647.486465253026,0,57.344540877493,103.383693295111,1.07790934847392,11,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",8,24642.373137377,26086.8148070786,8780.7659969512,15837.3992314067,639.149058955063,872.088264617064,0.796584524876239,4,22024.0441789417,16115.0108066521,16654.602022195,31380.910737185,-6340.08194355372,-4923.40140226238,1.99377544808438,1,22571.553872745,22571.553872745,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,27502.6914549343,27502.6914549343,NA,0,0,0,1,1,39441.1120785689,39441.1120785689,NA,0,0,0,1,2,25852.1172983429,25852.1172983429,25347.7361167055,35847.1121916993,-12478.6076808803,-13706.2487791792,0.614751269038805,4,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
