"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,59,2.86411880582885,2.75882383823977,0.381159573300484,0.42848397936484,0.13138642144305,0.194883088319925,1.95631145870117,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,158,2.93275397765988,2.79826835987166,0.533692342902539,0.752600882956081,0.289151247953083,0.162159670479247,7.64338874426261,6,3.66967823220754,3.43583642185984,1.2120219882144,2.7924776459955,0.30033683514328,0.272093512689684,0.936311179541304,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,10,93,2.36096490022533,2.2864393056349,0.433933380214545,0.393232976392982,0.388074891425238,0.502572900843279,1.60223263736116,32,2.4298130157823,2.43264307681799,0.688890391554595,0.47221525188295,-0.00463117339973977,0.0319868572094814,0.591642035080143,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,4,32,3.59417486141401,3.66598052958533,0.274443277265589,0.210550075779903,0.0342997764946919,0.103243198504002,0.864436494770458,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,4,86,2.79451993951408,2.69566282725128,0.455433320848037,0.64151740742899,0.112922730239613,0.162740107422165,3.57609974364406,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,87,2.99512910548498,2.94625856266445,0.582867061229975,0.720442392549401,0.13283085915,0.21894111982869,2.24300951364864,2,4.16685537376908,4.16685537376908,0.919534544807265,1.300418224337,0.507966962891072,0.51289787108944,4.78055819525788,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,0,17,3.25674725025583,2.98305819615114,0.660161934343049,1.16889677848888,0.0595467512428129,0.0763888474969397,3.20602801344956,9,2.83687565458784,2.82792516406413,0.443146357803379,0.686179533173256,-0.0430364826262067,-0.173757751374849,2,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,24,6.47027546696273,6.20532036105818,1.31697213384608,1.15341211767181,0.0529816534993553,0.0488390543526334,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,5,129,2.50204978483699,2.39716590469303,0.559272494378065,0.634590525196623,0.379312935646536,0.196826332617147,1.2221278780031,13,2.97477453326255,2.73387494578981,0.460311249489155,0.752229916135693,-0.230511495017763,0.0677333680281421,0.608866105001194,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,15,2.90292721074695,2.01766297144503,1.39461296710749,1.89847271828225,0.831763026168363,0.925438892604356,1.05124657075379,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
