"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Afghanistan","Afghanistan2014",2,-2817.97599762199,-2817.97599762199,22756.8646584891,32183.0666371243,-1067.43072073787,-1237.81025527401,0.899596163553761,1,9346.87369503281,9346.87369503281,NA,0,0,0,1,1,13787.9955066024,13787.9955066024,NA,0,0,0,1,35,"2014","South Asia","Afghanistan","Low income"
"Albania","Albania2013",1,367.742442285048,367.742442285048,NA,0,0,0,1,3,966611.600475675,803252.862992119,1203423.30430199,1862338.47527619,-282121.738071822,-218906.770265015,0.913168918449639,1,767.462488247058,767.462488247057,Inf,0,0,0,1,23,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",10,3233798.00752303,184848.308594637,5538697.34582795,5973650.59489168,2722622.01702567,2835827.59668767,0.69810669064224,5,15720.1376539963,12051.7846095018,18781.3233902665,28377.4907800527,-1232.4523035809,1100.49969473017,0.880648542644455,4,16587.7752939068,2226.34640134992,29063.85117631,56965.8423132599,-3521.82698365199,-5467.89024075097,1.58233758880455,11,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",1,16666.6666666667,16666.6666666667,NA,0,0,0,1,2,51969.1136264476,51969.1136264476,48971.4022030784,69256.0211640212,31253.0045697906,30010.9425044092,7.18502226232286,7,15625.2463186177,10556.8227470833,9837.28690103173,19253.0864197531,4384.61469029399,4587.16845022609,1,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",42,25452.0124325207,18699.3710036782,25215.868792189,21146.325911608,12367.2993171478,20031.9851538962,0.912475257366384,40,117561.070142913,44067.6599511967,129760.353392287,235101.440964513,-32006.4697379744,9022.47201444374,3.24960964718717,35,33333.4714464137,18270.4802685722,30511.6637636635,20908.6521970561,1508.89521923116,6992.76976829784,0.999133026007179,57,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",4,1640.86620860427,863.596387124157,2617.72948501193,0,-611.568912378192,-1018.6731851449,0.800464136322257,4,13356.9890106711,5806.41764793318,16097.8093481572,26854.5242568973,3709.77620151624,1915.18182013062,5.8347552459649,3,6538.151113031,5376.11994758127,2829.25948192455,4868.6962698454,-1279.87285810385,-1100.98758282719,0.346506587572362,12,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",11,5986.1396303265,4968.34599807503,3769.70232820303,4061.13192160814,1377.43966349247,1376.30320831966,1.14974726632657,2,8172.45732642734,8172.45732642734,656.930715036114,929.040326743527,382.321010188909,373.437778396908,4.97701953074304,NA,NA,NA,NA,NA,NA,NA,NA,32,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bahamas","Bahamas2010",6,15486.5873015873,15696.4285714286,3782.09382334528,5420,1773.85225885226,1773.85225885226,1.9,8,18065.0377171309,16784.375,8196.91642620817,7811.25,-2837.00090731493,-2777.30029262753,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,6,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",107,2719.6506480786,1880.29565430324,2579.33726649488,2513.92437211287,368.982181672996,182.679646508955,1.21319232596341,10,66762.8381731732,26865.0478838482,86419.3133314108,195799.606563505,-53236.2741648661,-25619.2136798429,0.136959620503302,20,2629.23304995593,2280.42261521646,1940.9405435561,2473.91838877842,1798.86200628001,1882.09284098185,0.217182869824347,29,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",1,27692.3076923077,27692.3076923077,NA,0,0,0,1,7,16099.6532741568,15295.8442878028,13374.3985979484,16700,-11029.8617683902,-11054.6754695767,0.418186427811167,2,17479.1666666667,17479.1666666667,2975.74103749339,4208.33333333333,-701.388888888889,-701.388888888889,0.75,9,"2010","Latin America and Caribbean","Barbados","High income"
"Belize","Belize2010",8,22385.8360290511,21588.8504590074,11639.7769619058,17104.4444444444,308.40890664787,586.342892244995,3.00715421910521,3,38162.962962963,36000,9824.66870822307,19288.8888888889,6170.37037037037,6170.37037037037,1,14,20191.1624150772,20953.6671534366,6992.27438210966,13409.0909090909,-2887.89184714346,-2492.64855727989,0.805993707918323,1,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",2,1752.70628463511,1752.70628463511,160.508468837495,226.993253505725,37.8322089176208,37.8322089176208,1,4,14633.0407053622,16287.8025042445,9044.95903201078,10447.9552665642,285.768121572316,285.768121572316,NA,1,63934.5332220511,63934.5332220511,NA,0,0,0,1,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",1,6535.60358588804,6535.60358588804,NA,0,0,0,1,4,19641.6143068554,24528.2966321534,13317.4538450853,22197.6435065995,4333.94651551472,3784.32745005016,3.53519231023842,NA,NA,NA,NA,NA,NA,NA,NA,9,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Bolivia","Bolivia2010",1,15536.5622032289,15536.5622032289,Inf,0,0,0,1,7,22571.2617425786,26651.7359034364,9566.18922360261,12527.6238316589,-3799.77757251405,1565.64904639457,0.635519646905743,1,2895.29914529915,2895.29914529915,NA,0,0,0,1,41,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",2,71488.4623809776,71488.4623809776,96074.2681494251,135869.533011986,59765.265130853,57065.2038650343,5.94787586519653,3,10008.621785549,9016.65123554491,5274.95379035373,8174.52393861134,949.470181296204,1237.40294207141,4.88956625361843,2,20314.4274135084,20314.4274135084,1095.74432202344,1549.61648109886,262.959236310075,267.175255361872,1.54812449277163,2,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",76,18899.240623941,12946.978425393,18404.6298069965,25877.865969196,-4518.86367927413,-3457.51488831001,0.776361190306486,13,74625.3712421963,63127.0780193501,55258.6972252191,105613.732245469,-32223.0613261426,-43295.0114438334,0.0126042851979211,34,14307.0458043593,10275.8979713707,14096.0598949038,2909.91319179208,1157.6060349509,5849.24028248518,0.80161247089093,43,"2009","Latin America and Caribbean","Brazil","Upper middle income"
