"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Export","mean_Export","median_Export","sd_Export","iqr_Export","OPcov_Export","OPcovNoWeights_Export","indAlloc_Export","N_Do not export","mean_Do not export","median_Do not export","sd_Do not export","iqr_Do not export","OPcov_Do not export","OPcovNoWeights_Do not export","indAlloc_Do not export","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,0,46,-0.123368626873893,-0.407175648969234,0.685590092814739,1.23719401961221,-0.172965036897885,-0.128019828457878,2.94062713783679,49,-0.708039503031305,-0.846908050089285,0.642325937996503,0.759859201519397,0.222538038704588,-0.0193040490106505,1.9057448693043,"2010","Latin America and Caribbean","Argentina","High income"
"Bahamas","Bahamas2010",NA,NA,NA,NA,NA,NA,NA,NA,0,5,0.866163444460462,0.584346572760948,0.896782567981424,0.700088377794865,-0.0305180828854119,-0.0238442356008678,0.4,11,0.596484142816247,0.4723320227518,0.458063786513447,0.895198837011739,0.0238280576912703,0.0470145526319642,0.411764705882353,"2010","Latin America and Caribbean","Bahamas, The","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,27,-1.44039112779005,-1.40029431105642,1.27530232615988,1.95820803658749,-0.409279459635055,-0.356238452841033,1.84183807499062,118,-2.16035889065824,-2.37118893143576,1.0150846594607,1.13920722386045,-0.0548673177679307,-0.154097632903839,1.15579456059966,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,0,7,1.67881133017901,1.74398375153116,0.253033507665289,0.354153501776551,0.0522846899157434,0.0698551623164849,1.48303871824305,18,1.28775807925981,1.34351661136072,0.459694482789691,0.4294606208692,0.0122063281511592,0.0137861557539954,0.733420396268789,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,5,20,1.9845090514461,1.97301171505612,0.920175062975644,1.32214715972181,-0.204893169548075,0.126699725922198,1.14385776769453,96,1.2921269872469,1.28101118270332,0.73438590615107,0.803457771447578,0.0790373646059116,0.400701847692305,1.29699471034242,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,40,-5.48043996420276,-5.47006264341771,0.777769888473324,1.00742224650393,-0.307899316477661,-0.180506883411356,0.484959908494133,90,-5.31580753443916,-5.41122975137979,0.795505314527037,1.11399196796979,0.339462737860805,0.442188547299934,0.889336657580549,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,16,1.18638444701109,0.366269085280058,1.54413172551194,3.30522083981958,-0.163719075850539,-0.399087830231934,1.64704032932389,82,0.737772862635074,0.600176663325647,1.09163611004934,1.07631780678012,-0.0204593322138738,0.0188636304253865,0.857869226322056,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,12,17,-5.14906138296416,-5.09165460296075,0.335070992323692,0.486196778642714,0.178664119929854,0.125690093364422,1.00993111864411,74,-5.22631766305877,-5.27432469445883,0.725211271807093,0.80570649770142,0.197574837168386,0.263416151793908,2.25999845885639,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,22,-3.67091540321254,-3.6784235334388,1.05651356698707,1.31221117009904,0.391256972789585,0.350566714665877,2.15228658364684,40,-4.33508325326364,-4.25732112899475,0.634788590201817,0.925034822743402,0.166916555009461,0.218641736273128,0.90390986174049,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,18,-3.88493546631445,-3.89014794763704,0.974652733994801,1.03764907754736,0.871267809267523,1.22317840693787,1.03568511471931,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Croatia","Croatia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,4,-0.608728582170098,-0.364940881047285,0.657167257958292,1.21519885655987,0.183565036941109,0.145674234547175,3.50780299872266,12,-0.866303734203118,-0.860083591006165,0.483521110200418,0.665768320675653,-0.0585141842456855,-0.0884224214757727,0.336542726151874,"2013","Europe and Central Asia","Croatia","High income"
"Drc","Drc2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,-3.53772766068837,-3.53772766068837,1.79445903556143,2.53774830521392,1.07662049312106,1.07662049312106,6.6,15,-4.43299880481084,-4.53970195440766,1.31999224672375,1.93498486003018,2.06165538935474,2.04666856838702,0.767332390592731,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,10,2.82587727184294,2.71200388756033,0.770204635175375,1.37568252540587,0.242230512815425,0.275220573280533,9.52688392167083,14,2.46564748524203,2.10849134772472,0.730877333984998,1.09622143676193,-0.291544188985699,0.163347216673878,0.378976075557325,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,12,23,0.388582852665307,0.516363765795533,0.429931134106895,0.506782558892262,-0.0749864455391312,-0.178576683847307,1.03384804362218,114,0.455771113551852,0.373380827817815,1.13306692861159,1.37364152896956,0.070753485141094,0.171675304378276,2.83095324739211,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",NA,NA,NA,NA,NA,NA,NA,NA,0,15,2.09732315916185,2.37783798290493,0.955572688776186,1.61115117925761,0.53392521666623,0.276858507419939,0.869451937225266,11,1.29388077894213,1.24724885971337,1.01229041426653,1.47678230197545,0.551487363530358,0.390043116952169,0.908119360369595,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Fyrom","Fyrom2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2.72775685046383,-2.72775685046383,1.41180921349928,1.99659973721397,-0.629730125079462,-0.784378468191204,0.660867297816034,16,-1.6761421359334,-1.55039306173588,0.896879086627954,1.27873462732681,-0.0698417232972526,0.135454527459959,1.4,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Georgia","Georgia2013",NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.789329636438282,0.789329636438282,1.12496807182202,1.59094510440742,0.703307909885524,0.588520343500305,2.53111690867031,12,0.839923333238094,0.836241452480902,0.586956467297365,0.432883790271877,0.291865252682248,0.636967061092636,3.78459220023463,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,2,3,0.879161495417506,0.890408401282605,0.0735252209290929,0.127292690720745,-0.0533551720675023,-0.0681141641293041,0.357769416762344,15,1.50708395113001,1.15517200609703,0.910062481754247,1.66773172486027,-0.42234068654882,-0.415289722741122,0.749602754637463,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",NA,NA,NA,NA,NA,NA,NA,NA,0,19,-0.0720237853906427,-0.118352058164797,1.01165188252664,1.05893174293529,1.04423863851789,0.925400816253336,0.711116478010578,44,-0.110382860010919,-0.230850593890079,0.565209670485822,0.717649064974516,-0.0585423647028607,-0.0243741526816677,0.283786313101927,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Guyana","Guyana2010",NA,NA,NA,NA,NA,NA,NA,NA,0,10,-2.50528333640046,-2.59247780999836,1.02214106686723,1.54096441443673,-0.16222436885812,-0.194745067313433,1.52852115712283,8,-3.18598244759406,-3.05920733562306,0.716925320248624,1.13226562662762,0.140712239741808,0.16965092630921,0.503586959067988,"2010","Latin America and Caribbean","Guyana","Lower middle income"
"Honduras","Honduras2010",NA,NA,NA,NA,NA,NA,NA,NA,0,6,0.192280913744674,0.487317820382973,0.746295380607126,1.16210742972288,0.141799046508176,0.198426301384224,1.26883184449297,11,-0.39899984984767,-0.133372279143674,0.867977571067573,0.638569858864613,0.00270081650562159,0.282103783693534,1.5,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,29,-1.43314133804309,-1.40145170028422,0.901730093552778,1.50561244239829,-0.373052450141547,0.506611572155465,0.798234936336277,183,-1.45125000839397,-1.52032636178868,0.92278698455472,1.32989286985074,0.00683516074708553,0.215156111459318,0.943985276526106,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,62,-6.99077502092602,-7.06366263532408,0.639600898362553,0.552214176128082,0.05616763900375,0.266095611924464,1.02461636504565,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,1,6,-4.5604069189697,-4.48035606894963,1.1615105202291,1.03868994045792,-0.0245340166553142,0.0161358348893625,0.978506976443918,154,-4.47219742485852,-4.51394233244972,0.839445367194828,1.11651103781435,-0.176419328112029,-0.180730077081831,0.846153846153846,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",NA,NA,NA,NA,NA,NA,NA,NA,1,13,-0.277850243489195,-0.293294018107114,0.271542336651329,0.214195466758802,0.0325240464605344,0.0176652298949043,0.729713392507849,41,-0.177826258343795,-0.183975022230771,0.603178753634577,1.12143171165862,-0.0629952896241033,-0.0639951595985774,1.28246842616216,"2013","Middle East and North Africa","Israel","High income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,8,4,-1.6497602140628,-1.62592518442934,0.0769301313370871,0.129274576228999,-0.0787536596876698,-0.0847941684087157,0.171844218797548,20,-2.38694849751463,-2.47686247783678,0.383308783161673,0.444159815497605,0.333307912509191,0.420776099152878,1.13294028774034,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Jordan","Jordan2013",NA,NA,NA,NA,NA,NA,NA,NA,0,26,2.42880029308285,2.36376443600985,0.79660921095001,0.96267062573056,0.223257098208586,0.45149061414796,0.826576756474455,40,2.48831686030856,2.40740788356797,1.02153422333116,1.64217375786795,-0.139596814419167,-0.127483933878618,2.154384077461,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,1,39,-1.48054635858073,-1.36860343826627,1.13614811805884,1.94390109954035,-0.0482933591468779,0.00341044771856358,1.133459808128,39,-1.37929383460348,-1.14586867148604,1.49704842495617,1.6295792115676,-0.378886669705724,-0.437371709970161,0.38100945975547,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",NA,NA,NA,NA,NA,NA,NA,NA,1,20,-4.27196768712989,-4.30255849292866,0.855599514084778,1.476082676827,-0.0856774332475727,-0.0193479213864809,0.966114359036336,19,-4.58687538855011,-4.68832894301122,0.634256451832559,0.691419125147581,0.132013488990682,0.143731383571772,1.10772716256723,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,-6.22516882058163,-6.16569798646833,0.585090422700969,0.490269088831926,0.00124073452269567,0.0774643214988698,3.15553886024271,31,-6.45614322223129,-6.33579566608078,0.867501517656433,1.10036833032606,-0.0588712480006709,-0.0377029327410829,1.09217039488796,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mauritius","Mauritius2009",NA,NA,NA,NA,NA,NA,NA,NA,2,12,-1.23106794539907,-1.43627494834801,1.30206866575463,1.18418016237423,0.460277134476679,0.295390407383814,3.7338806660477,33,-1.12676615768958,-1.19812940184524,1.00974586507944,1.23114597021793,0.610685680778227,0.674979986995598,0.905912585859407,"2009","Sub-Saharan Africa","Mauritius","Upper middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,34,0.0098012091890091,-0.0702697547819233,0.818192104181918,0.957232493983124,1.18084510207436,1.21613316932766,0.429838115732709,120,-0.395105724170358,-0.437311785218598,0.674882692902959,1.18512841270953,0.126575516443269,0.298901526187444,2,"2010","Latin America and Caribbean","Mexico","Upper middle income"
