"countryOnly","country","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",5,10576.4309564836,7171.20539595245,9090.84093582049,19867.6851644957,424.574113757202,820.648095505488,1.39961270305633,2,20973.5288407426,20973.5288407426,430.442267002916,608.737291814145,46.8259455241649,46.825945524165,1.18181818181818,6,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",4,27055.2539126134,1542.11723872773,51631.7194112266,26434.9944018776,-15871.0381338547,-15871.0381338547,0.144859813084112,2,12781136.3421242,12781136.3421242,20027417.6419325,28323045.6485311,2518583.12000143,2499092.26310569,1.19300163710801,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",6,21482.185180232,17323.8268053139,12309.0335222485,23086.4197530864,688.548244427555,839.549204442266,1.16153128284654,2,12345.6790123457,12345.6790123457,2182.42833699552,3086.41975308642,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Armenia","Armenia2013",4,10209.5495934841,9226.17933846453,7352.65392700047,4740.26009194311,-246.432859795827,141.794720638761,0.961718623246383,1,31796.4526218415,31796.4526218415,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Bangladesh","Bangladesh2013",28,2625.26796416895,1779.74521815598,2317.90396829817,1467.31622746013,1309.73547840433,1583.27185207272,0.555555555555556,47,3295.80723179823,2255.26216369119,2863.49345940523,3620.1239720171,955.937890605432,1189.18468690979,1.21687949026728,6,7,1882.47845282581,1954.40668277264,589.048013188799,483.943346787641,223.788930003133,245.585158822824,2.00245599767341,"2013","South Asia","Bangladesh","Lower middle income"
"Belize","Belize2010",2,21896.25,21896.25,2451.89276376435,3467.5,192.638888888889,192.638888888889,1.125,10,17643.1808708253,16463.831447857,6586.88340965536,9654.90196078431,-285.936747958216,-590.620227738314,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Belize","Upper middle income"
"Bhutan","Bhutan2015",1,10467.9983629406,10467.9983629406,NA,0,0,0,1,6,12859.5781272154,9682.57575453985,11456.0477064914,20339.9008227056,-4990.16850284602,-5185.58584320958,0.942846666339922,2,1,1203.25994481214,1203.25994481214,NA,0,0,0,1,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",6,17397.3295978464,12605.1191149784,10080.1067616525,6844.50359479423,2147.50315708446,2083.32039717058,0.959361396923246,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Botswana","Botswana2010",5,10416.9468598146,10256.0919308172,7627.51172098692,8739.27022441265,493.213974312881,110.143085486262,2.54870420883286,1,38021.21921089,38021.21921089,NA,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",44,19998.3682869342,12356.6112428713,21065.9362238813,29323.0517397938,16181.4928306036,28259.2165228713,1,96,15237.8768960367,11951.1081647647,14578.2803553367,19239.1580735705,8631.73831703979,13466.8083343586,1.32919343055071,33,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
