"countryOnly","country","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",2,0.412232219688984,0.412232219688984,0.0990539782335426,0.140083479424885,-0.0239127674635102,-0.0281476150246265,1.84191194619896,7,0.539104968748654,0.625086786523324,0.341293581889353,0.589285714285714,-0.186906479662111,-0.158864355125408,1.0751108753969,2,0.313932526722054,0.313932526722054,0.0501681752384023,0.0709485138216586,0.0152849005089308,0.0146070469632826,0.644727919993339,0,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",39,0.481313947176109,0.5,0.228541573385995,0.28,-0.00814181270799785,-0.0145219122414925,1.14636847898792,38,0.580907540646969,0.666666666666667,0.275501020557566,0.345738295318127,0.0249269969862944,0.0165607546585942,0.962525425585926,32,0.427746849033526,0.411953045457142,0.202222863940328,0.375,0.0260798906611734,0.0163500633019153,0.783274222837091,1,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",53,0.41068405303473,0.416666666666667,0.203658189843721,0.209808612440192,-0.0136909536689052,-0.015884285290544,0.961863097984052,26,0.337461861937487,0.348757447870729,0.184812863967463,0.154442175182596,-0.00309055306674193,0.018260909309366,0.330287915530158,44,0.243526949493757,0.211598421083061,0.199736465796912,0.29515625,0.000372420698043481,0.0139028955324197,0.666666666666667,0,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,0.396710622967488,0.500189578289735,0.268522396052243,0.452789783125024,-0.0661188186512318,-0.0668986138987409,1.16449069153197,1,0.189527408352554,0.189527408352554,NA,0,0,0,NA,1,0.591993432011847,0.591993432011847,NA,0,0,0,1,3,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",10,0.560391726429663,0.519004619406446,0.145646677930677,0.219912314814815,0.0115645833360958,0.0186399469181763,0.779220779220779,6,0.484239556590353,0.609807119743872,0.311436740697116,0.696715280904281,-0.137990958005526,-0.110951118623752,2.43903947943434,2,0.68,0.68,1.11022302462516e-16,1.11022302462516e-16,-1.43917799488446e-17,-1.43917799488446e-17,1.35,0,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",1,0.182078333333333,0.182078333333333,NA,0,0,0,1,1,0.250335483988554,0.250335483988554,NA,0,0,0,1,1,0.541496598639456,0.541496598639456,NA,0,0,0,1,6,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Cotedivoire","Cotedivoire2009",1,0.0459650077588933,0.0459650077588933,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,7,0.142381279986223,0.0398212550572782,0.199476797347717,0.119327731092437,-0.0224489835008617,-0.0122019178041587,0.917718060656575,1,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Egypt","Egypt2013",30,0.777433512114374,0.673408988954351,0.524191808705951,1.11428571428571,0.0412179027310277,-0.0618212814861101,0.673843180176553,9,0.254611828809089,0.17603864639553,0.231896329615765,0.405875869894404,-0.0313050738588814,-0.0359259416629757,1.5,45,0.49773003313246,0.4,0.308648262240977,0.352380952380953,0.00612812481571308,0.0245367317248203,0.854938486435581,3,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ethiopia","Ethiopia2011",2,0.133032277777778,0.133032277777778,0.10956863133488,0.154953444444444,0.0493033686868687,0.0493033686868687,0.611111111111111,4,4.66119100058047,0.54278978321223,8.60352656266888,4.99948611978779,2.1393513062374,2.1393513062374,0.648648648648649,7,0.193803396669261,0.166666666666667,0.140398164725242,0.24765725284826,0.00777190559240649,0.00777190559240649,0.470588235294118,5,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Fyrom","Fyrom2013",1,0.02,0.02,NA,0,0,0,1,1,0.196543544561166,0.196543544561166,NA,0,0,0,NA,3,0.142654308700977,0.162822962210847,0.228632001583327,0.332295610149013,0.113316913693958,0.0738434689220029,0.63188793043532,4,"2013","Europe and Central Asia","Macedonia, FYR","Upper middle income"
"Guatemala","Guatemala2010",2,0.604267682100144,0.604267682100144,0.216291486010003,0.305882352941176,0.069563049023126,0.0946778711484594,0.745963322897418,1,0.275,0.275,NA,0,0,0,1,2,0.545221087059289,0.545221087059289,0.188561808316413,0.266666666666667,-0.0121231198309565,-0.0121212121212121,1.09108418470553,0,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"India","India2014",42,0.574102035235636,0.6,0.137629454358046,0.115384615384615,0.00683875022319534,0.00123817093590766,0.867036708250639,33,0.562014746004951,0.619571058788945,0.19561338534252,0.271428571428571,-0.0551614216948341,-0.00937075267208816,0.553953729186392,10,0.499931188816967,0.488254324420309,0.0697170602872307,0.02,0.0124683509064657,0.0171697722567288,0.812569944109001,6,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",4,0.301010022933513,0.322799981327855,0.177343938702434,0.4,8.0189891644186e-05,0.00408597250702514,0.692811860272008,1,0.4,0.4,Inf,0,0,0,1,8,0.311529816503273,0.295735669671888,0.132937738167534,0.185526315789474,0.0199110524485761,0.0202291873551804,0.8108861342955,1,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Kenya","Kenya2013",3,0.287865888034109,0.258402073039206,0.29039960787918,0.557404458598726,-0.0128786295386577,-0.0115230139536996,1.09908911186982,4,0.328225772612422,0.366183416252676,0.25046567326967,0.2,0.00893554257342372,0.00677248677248677,0.957358036036782,NA,NA,NA,NA,NA,NA,NA,NA,0,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",1,0.222222222222222,0.222222222222222,Inf,0,4.77191171541947e-33,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0.139492085373602,0.115691869436758,0.204416870569809,0.157142857142857,0.0629969488754236,0.0456632653061225,0.545851987248132,2,"2013","Middle East and North Africa","Lebanon","Upper middle income"
