"countryOnly","country","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","yearOnly","region","countryDes","incomeLevel"
"Albania","Albania2013",6,0.27978539827714,0.192291953065397,0.272301933704996,0.167241379310345,-0.074010402197743,-0.0534261240435981,1.38410612208787,1,0.172413793103448,0.172413793103448,NA,0,0,0,1,4,0.345741943251257,0.265283666294785,0.230823606054217,0.387280477408355,-0.0313237512910755,-0.048355276893366,1.34064573758559,2,"2013","Europe and Central Asia","Albania","Upper middle income"
"Angola","Angola2010",NA,NA,NA,NA,NA,NA,NA,NA,3,0.0890569613765127,0.0292360267493496,0.140159681902968,0.242989085794655,-0.02872283946012,-0.026765786451008,1.42857142857143,3,0.221201413427562,0.15,0.202799535841289,0.386395759717314,-0.104122497055359,-0.104122497055359,1,0,"2010","Sub-Saharan Africa","Angola","Upper middle income"
"Antiguaandbarbuda","Antiguaandbarbuda2010",NA,NA,NA,NA,NA,NA,NA,NA,1,0.159722222222222,0.159722222222222,NA,0,0,0,1,7,0.198870031735095,0.233333333333333,0.0606225729060815,0.113095238095238,-0.01329061644713,-0.0139621348539416,NA,0,"2010","Latin America and Caribbean","Antigua and Barbuda","High income"
"Argentina","Argentina2010",3,0.194489072862348,0.214133885253712,0.0540791096591836,0.102666666666667,-0.0199006275248436,-0.0199006275248436,1,1,0.346666666666667,0.346666666666667,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2010","Latin America and Caribbean","Argentina","High income"
"Armenia","Armenia2013",1,0.012,0.012,NA,0,0,0,1,4,0.0201866671363642,0.019018132178892,0.00811128008381845,0.0133333333333333,-0.000745483224359444,-7.21153846153851e-05,0.977966830218919,NA,NA,NA,NA,NA,NA,NA,NA,1,"2013","Europe and Central Asia","Armenia","Lower middle income"
"Azerbaijan","Azerbaijan2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.385127933189044,0.4,0.0310366972035533,0.0562500000000001,0.0104807006944618,0.0103280141843972,0.981798922859067,2,"2013","Europe and Central Asia","Azerbaijan","Upper middle income"
"Bangladesh","Bangladesh2013",12,0.0924290379009934,0.0675062209645296,0.107749839470922,0.132,3.65521310250963e-07,-0.00897612709442293,2.97004673080624,43,0.308074312937146,0.2830858186308,0.187395513247654,0.197072072072072,-0.122563507820021,-0.123350005552241,1.9652004741166,33,0.196759595680753,0.139366859546583,0.167802656489511,0.198214285714286,-0.0517965073190482,-0.0565041695329331,1.68607750399441,0,"2013","South Asia","Bangladesh","Lower middle income"
"Barbados","Barbados2010",4,0.318178379766797,0.29469696969697,0.0828334628443828,0.15,-0.0276434835236444,-0.0223551302498671,1.790511524347,3,0.175145534834302,0.155328503384811,0.149438410482882,0.125925925925926,0.0840315115671639,0.102497194163861,0.327215932049572,1,0.5,0.5,NA,0,0,0,1,0,"2010","Latin America and Caribbean","Barbados","High income"
"Belarus","Belarus2013",2,0.134389474722988,0.134389474722988,0.0576642429099769,0.081549554387266,0.00972629532714275,0.0099296089538899,0.744329956251439,1,0.42,0.42,NA,5.55111512312578e-17,0,0,1,1,0.16150337711537,0.16150337711537,NA,0,0,0,1,1,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Belize","Belize2010",NA,NA,NA,NA,NA,NA,NA,NA,7,0.21393927110394,0.217064123283623,0.0697850316051541,0.108653846153846,0.00860644391450894,0.0100793090701348,NA,5,0.207646578567631,0.184210526315789,0.0437662220825105,0.0579365079365079,-0.00485524505414346,-0.00485524505414346,1.125,0,"2010","Latin America and Caribbean","Belize","Upper middle income"
