"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",7,4.11447731172308,4.01505731658724,2.13249893102262,2.84674173916212,0.142562939999671,-0.22363579061834,0.481737445855149,18,0.698785791983194,0.668361802528976,0.136467900466351,0.0468753971908308,0.00741579291491693,-0.0272727292866965,0.133824202465011,18,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",33,2.18630744902987,1.18175449315571,2.41499030972662,1.80499597099114,-0.635805137429398,-0.372962777935396,0.977777777777778,3,2.56161212152735,2.70336116302836,2.29969152869812,4.30954587581094,-0.425866991043335,-0.188350769645776,1.72543877009986,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Belarus","Belarus2013",1,3.10077519379845,3.10077519379845,NA,0,0,0,1,3,1.50833761334921,1.51274589874513,0.735698399984995,1.0096862594942,-0.00319450266084401,-0.579633525221086,0.660894308137741,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Belarus","Upper middle income"
"Bih","Bih2013",4,0.993516993524002,0.984093666846498,0.360845193968173,0.392878948552331,0.0378056980506407,0.0363102155571939,0.918256794367654,4,1.57733005843942,1.74177410495945,1.18347394430536,1.74230829298766,-0.196297311879452,-0.544952683743078,0.714894853829702,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Brazil","Brazil2009",1,0.540123456790124,0.540123456790124,NA,0,0,0,1,6,0.375856202691555,0.290291372111559,0.349284966372989,0.675357964638697,-0.104281665934919,-0.224871188647534,3.83678701296377,2,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",2,1.91047169005861,1.91047169005861,0.124186246232025,0.175625873681535,0.0337011923831361,0.0361582681109042,0.746774728865077,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",38,0.974551906050356,0.898747470117152,0.621390141311595,0.897942637073072,-0.247223720338544,-0.207043202495733,1.57572454690022,32,1.0952145445229,0.612991111065062,1.01866749281765,1.10895528823352,0.301316663905113,0.23427160060714,0.2967671530691,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",78,0.855181265337485,0.509942065183371,0.775635381280935,0.812832328961357,-0.196725642622416,-0.166859948133711,1.88911430977972,42,1.00708454558087,0.707964601769912,0.875341600151831,0.886379023819783,-0.325684301810943,-0.346766718973922,0.267117082058784,3,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",11,0.331461150699258,0.225216194799928,0.298889472224373,0.129126117282444,0.185729538376403,0.176116565007073,0.249863433707515,31,0.888162830453141,0.805075789868087,0.528121512466502,0.717119196396373,0.0853559945349754,0.0241971928358524,0.954652790541133,6,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",4,0.45114581868064,0.430522430512537,0.192193582718453,0.151700677161682,-0.00230948074152115,-0.0315809450942556,NA,8,0.777505320337288,0.436463222691256,0.576352596837134,1.14762699057639,0.0194166208369241,-0.00554612761387464,0.868656739127739,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
