"countryOnly","country","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",34,0.465353899095588,0.396797873834614,0.444234776832678,0.453226657288553,-0.0167391402000716,0.00314686939455877,0.878713111188577,6,0.294332407629879,0.239326542465438,0.421847602201066,0.798346334878385,-0.0477059523338118,-0.127425473064934,0.956346386635703,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",69,0.54142199216588,0.599594070354169,0.304375886881941,0.492461259248917,0.110935665538583,-0.0325481826787387,1.12660148543914,62,0.51267439831695,0.48780487804878,0.264712787507121,0.357186568296755,-0.0726254067150289,0.012775722990367,1.20962632588543,2,25,0.425673258772604,0.385151231449174,0.249461990798246,0.453308555120462,-0.137395759228668,-0.0353532163503887,1.81712786428079,"2013","South Asia","Bangladesh","Lower middle income"
"Bolivia","Bolivia2010",5,0.315635707690224,0.480529096432092,0.307513978638984,0.524009827359486,-0.181053214329976,-0.0871400397411424,5.12177718979682,2,0.740682576239923,0.740682576239923,0.392483551955594,0.555055562183966,0.151163446921843,0.213554487043118,0.709904873813148,0,1,0.435666569851873,0.435666569851873,NA,0,0,0,1,"2010","Latin America and Caribbean","Bolivia","Lower middle income"
"Botswana","Botswana2010",2,0.132886407734659,0.132886407734659,0.0457987925444585,0.0647692735566849,0.0272966046730403,0.0272966046730403,0.542626728110599,5,0.615154943695917,0.657736356864045,0.424956990525689,0.410135383398147,-0.17267869832656,-0.174737602927503,1.4548373271257,0,2,0.485022438656662,0.485022438656662,0.47264505900364,0.668421052631579,-0.214746546196838,-0.207752489331437,2.54831489659211,"2010","Sub-Saharan Africa","Botswana","Upper middle income"
"Brazil","Brazil2009",91,0.378683323144675,0.317194604387286,0.270872845530288,0.323608037251216,-0.00704191221947941,-0.0145782491232641,0.622053144735902,31,0.353508548048628,0.252261813970899,0.327631543824955,0.326465250346963,0.0628933297314058,0.0307127615556256,2.11731084807857,4,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Bulgaria","Bulgaria2013",4,2.84189414174308,1.30801308440971,3.25778999314745,5.74328131544295,-2.18569118889971,-1.54353405744358,0.984635985653279,3,0.318842177593425,0.320296975451623,0.268920672343366,0.376198610850507,0.199648293182446,0.0829711396751229,0.0517079720219204,0,1,0.342485813655501,0.342485813655501,NA,0,0,0,1,"2013","Europe and Central Asia","Bulgaria","Upper middle income"
"Chile","Chile2010",48,0.448027922023052,0.416720317920659,0.328139502686775,0.344627446684827,0.0421288746906687,0.166264713973813,1.80107996392666,5,0.735660196763086,0.792382257423177,0.329475577833671,0.213054283087669,-0.0688649096138999,-0.0413481360748297,0.562297528478872,2,1,0.762066045723963,0.762066045723963,NA,0,0,0,1,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",26,0.361367902026156,0.294155387658054,0.224638253075497,0.439234270748893,-0.0017790181925884,-0.0414546898300054,0.0296166910064542,95,0.289510043063622,0.238211801568943,0.164058279351036,0.202745849297574,-0.0770769426938697,-0.0788286360386173,0.785911713760727,4,17,0.3764559930311,0.398467359468426,0.197563511461009,0.161006055275532,-0.0153740010164806,-0.0254461627649432,0.976242288873131,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",28,0.660315497304443,0.849863952325079,0.332056064099796,0.531220106729597,-0.33852810558198,-0.149397134282718,1.23234333883468,18,0.520719736536005,0.498574525575682,0.213407552720564,0.295621627643948,0.0772939460892391,0.0626796612326703,0.480943974736643,1,1,0.317663789340842,0.317663789340842,NA,0,0,0,1,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",1,0.52512436862784,0.52512436862784,NA,0,0,0,1,2,0.389365870774325,0.389365870774325,0.224368267151759,0.317304646372168,-0.109953384492444,-0.138505996432295,9.41938854722406,2,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Croatia","Croatia2013",1,0.465116279069767,0.465116279069767,NA,0,0,0,1,1,0.171232876712329,0.171232876712329,NA,0,0,0,1,2,1,0.143248627155955,0.143248627155955,NA,0,0,0,1,"2013","Europe and Central Asia","Croatia","High income"
