"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",NA,NA,NA,NA,NA,NA,NA,NA,2,16,-0.234114972640819,0.534563741390604,1.69695286638485,1.32689137386499,0.495359673493778,0.260168359664456,1.07102897618621,48,1.05151906732728,0.926686027194172,0.639224150334616,0.433561711501035,0.107258692828479,0.110589272274439,1.27672661764654,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,5,-6.2883840564991,-6.36849731166534,0.65305240651963,1.14279304137885,-0.329142394598848,-0.167599532851818,0.548404124518793,21,-5.89013376697138,-6.08314335872242,0.976702874498551,0.862814029151103,0.0662736906327993,-0.0437028870080694,0.287393281996696,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,6,38,-1.12897744290242,-1.39068241343214,1.03133850152409,0.793436927066527,1.18575330816722,0.329848579116028,0.559789827587424,87,-1.66943296560145,-1.74805941619246,1.04295104960297,1.14707486490822,-0.277244939516118,-0.153020301226001,0.613570395785773,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,4,-3.63109371510228,-3.63703635542774,0.324137594059383,0.41701701568398,0.209799604991504,0.228218863210772,2.88642047033304,11,-3.84858254954879,-3.76625003658692,0.553877834396355,1.01734051530658,0.299454291834579,0.251124001521645,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,14,73,-2.48432950497388,-2.84476746219209,0.950643814826434,1.27909419355664,0.263076059566076,0.231587293125212,0.272495626371874,14,-2.86096598169938,-2.81904556081155,0.433823907675053,0.250498205126112,-0.130656269153891,-0.167720427936707,0.592881315844825,7,-3.00100689912981,-3.04865721660687,0.192187536894015,0,0.0422963591850569,-0.105712893106042,0.694014234807731,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,-9.89748388227925,-10.1466851008993,0.606548883759076,1.15793608389594,-0.232170318234056,-0.306400511617806,0.574342902940421,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,19,16,-1.6833076066727,-0.985043180918669,1.44121993594375,2.18602502957309,0.596144638643304,0.257967226952975,11.6237736661479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,5,70,-5.00401603207656,-5.1671264063932,0.903757158559697,1.52643086915822,-0.269187137598366,-0.279860379127366,0.664294533745638,150,-5.27869650016434,-5.51715135116927,0.923950706831056,1.11445110060854,-0.321265014993381,-0.316623445886839,0.274547694053024,15,-5.53486500597904,-5.52849177984499,0.4571380935413,0.424159900164124,0.0380470295364657,0.0756515791774047,1.1821622585402,"2014","South Asia","India","Lower middle income"
"Kenya","Kenya2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,-6.08153046530904,-6.08153046530904,0.433360802566961,0.612864724391086,0.222620126340625,0.204288241463695,2.68441914654152,14,-5.76125039623441,-6.02132665711364,0.58287783505898,0.593557331606396,0.0858116999586175,-0.0320780672965159,1.1739522449017,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,1,31,-3.56166812558238,-3.85905604015853,1.25496196967126,1.44210473484583,-0.379239976677133,-0.493006293126029,0.630614195099174,60,-4.09666103180298,-4.11989220699401,0.766128881744539,0.882758954331715,-0.324567942847916,-0.167344426335119,0.204417941117434,2,-3.48713606437335,-3.48713606437335,0.543910141719823,0.769205099132446,-0.211750191288729,-0.201458478344212,0.615640601441289,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",NA,NA,NA,NA,NA,NA,NA,NA,1,9,-8.12048123157848,-8.07243460061571,0.396639999538425,0.311817850766218,-0.0652362013681709,-0.0788091871000117,2.14328230164389,4,-7.75947154407103,-7.80458557972024,0.788739492389864,1.05220302383973,0.0358333352694515,0.0247090454576567,1.12059101403966,3,-7.78441321960593,-8.30153292843402,1.06222304240208,1.70717623665347,-0.179843888145255,-0.186508145947546,0.896930250420497,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,0,7,-2.38542626557643,-2.61117132892157,0.665669316954375,0.738696834749417,-0.108395984473827,-0.0291891136346625,0.387187003976181,12,-2.10229292364644,-2.12385238012176,0.7975356228506,0.988673336450457,-0.69171033888538,-0.616010300905886,0.0517803551833872,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,5,10,-0.727795047828709,-0.872267771611951,1.23953424501046,1.46077115665006,1.91807860446211,1.70309780421754,2.20132734867023,8,-1.16810733256078,-1.58922803859553,1.19495658579776,2.03174579966449,0.262627610626693,0.0144359317419685,0.909611922688927,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,1,11,0.245173387886521,0.169996794488956,0.218402869368353,0.204972931680709,0.0486502538699024,0.0562213064313182,0.555476674758347,63,0.671304057317387,0.442212628056168,0.543575530593622,0.99920292559694,0.147702223542229,0.209479045527837,1.09745846583391,5,1.47680152080391,1.23636142417771,1.65457835672488,3.40668801390249,-0.71668640744744,-0.508755578100528,0.615052164086359,"2014","Europe and Central Asia","Sweden","High income"
"Ukraine","Ukraine2013",NA,NA,NA,NA,NA,NA,NA,NA,1,10,-1.77277025315389,-1.03901646700078,1.79621236587379,3.43283235117229,0.753598265317616,1.0495099545615,2.29552015944212,6,-3.78864834465309,-3.6284276886096,0.709281611162032,0.664364677216909,-0.328454404717673,-0.48605454198637,0.503618953232448,3,-3.46184974469929,-3.30332676119121,0.807013633836903,0.56138728486334,-1.10294610973116,-0.947340070244015,0.0139731991413608,"2013","Europe and Central Asia","Ukraine","Lower middle income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,10,12,-11.5715703971121,-12.0584720615341,1.00747252862118,0.86376721982451,-0.438010187017423,-0.463484307756857,1.13982608452625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
